,Soil_Type,Soil_Nutrient_Levels,Organic_Matter_Content,Cover_Cropping,Soil_Erosion_Prevention,Crop_Type,Crop_Rotation_Practice,Soil_Health_Index
1094,Sandy,8.970577878175959,1.837670683287417,No,Contour Plowing,Rice,No,3.376604221062985
1095,Sandy,2.997104147059356,3.148333822360414,Yes,Terracing,Rice,No,7.743954301370638
1096,Loamy,7.431771474178518,3.948876894285219,No,Windbreaks,Wheat,Yes,2.6005234224449874
1097,Sandy,8.934071094466812,3.50925654804105,Yes,Windbreaks,Wheat,No,3.2129882782603993
1098,Loamy,7.581848677329666,2.886795067564838,Yes,Terracing,Rice,Yes,1.157928065403853
1099,Clayey,7.275478771484712,4.839135145750859,No,Windbreaks,Maize,Yes,7.480464395815961
1100,Loamy,7.7737446466465245,3.7046293338137812,No,Windbreaks,Wheat,Yes,6.561132090097905
1101,Clayey,5.1854972347057995,4.631003200964951,No,Windbreaks,Wheat,Yes,7.249469072603872
1102,Sandy,8.867536139413234,3.919082046294725,Yes,Contour Plowing,Maize,Yes,2.9289498575798185
1103,Loamy,2.830928276224821,3.9418541143907326,Yes,Windbreaks,Wheat,No,7.186387516550843
1104,Sandy,2.146477744003054,1.3200730790307174,Yes,Contour Plowing,Maize,Yes,6.36738955923931
1105,Clayey,3.569579021066604,2.4378584874157743,No,Windbreaks,Maize,No,4.29510681299803
1106,Clayey,5.784196570974938,4.433477626878634,Yes,Contour Plowing,Rice,Yes,4.940432304709642
1107,Clayey,5.595056158684043,1.9304154485950238,No,Terracing,Wheat,No,6.111284529460673
1108,Sandy,8.385388819089279,1.4620234646258647,No,Terracing,Maize,Yes,5.43962958478801
1109,Sandy,4.641117907636157,2.3044242265551738,No,Windbreaks,Rice,Yes,6.77645259372434
1110,Sandy,5.359099836623578,1.8817515395704558,Yes,Contour Plowing,Wheat,Yes,2.6288161984539564
1111,Sandy,1.1203091493345607,4.70115277917262,Yes,Terracing,Rice,No,5.866389594245772
1112,Clayey,4.687653127986452,4.471866568008524,Yes,Terracing,Rice,No,5.052515345780867
1113,Clayey,6.8299680965530785,2.9987329211316167,No,Terracing,Maize,No,5.149184446125984
1114,Loamy,1.1395749756393296,1.245375497935472,Yes,Terracing,Wheat,Yes,5.224438455243358
1115,Loamy,3.527937686676194,3.858249384372625,Yes,Windbreaks,Rice,Yes,8.933247674400855
1116,Sandy,2.8716072336045095,3.4936469253450584,No,Contour Plowing,Maize,No,8.36764697022954
1117,Clayey,1.377868860186294,4.882218682913983,No,Terracing,Maize,Yes,6.666129650534831
1118,Clayey,5.313340809230837,3.235812961081508,Yes,Windbreaks,Rice,No,7.448382420421319
1119,Clayey,2.6355096390534083,2.3455748936116376,No,Terracing,Rice,Yes,1.3852237246129597
1120,Loamy,7.687733856682421,3.076086774314223,Yes,Terracing,Maize,No,7.6959254744170185
1121,Loamy,8.631350953870136,4.917053165618065,No,Terracing,Rice,No,5.375482196082838
1122,Clayey,5.910266644022331,3.785449730132122,No,Terracing,Rice,Yes,3.8597280809331482
1123,Clayey,9.835366082690275,3.6879045517082045,Yes,Windbreaks,Wheat,No,2.2579926934432866
1124,Clayey,5.054307143235358,1.9627263589035415,No,Contour Plowing,Maize,Yes,1.6768791131679261
1125,Loamy,5.62031389202424,3.9744100702424707,No,Windbreaks,Rice,Yes,1.4039711694705082
1126,Clayey,9.902959785619752,4.001087317887087,No,Windbreaks,Maize,Yes,2.456165574012167
1127,Clayey,3.0839359236854396,2.2691559351036212,Yes,Windbreaks,Wheat,No,1.2712941531796749
1128,Sandy,9.482913457092147,2.9348553295628528,No,Terracing,Maize,No,7.593780181982689
1129,Sandy,1.3855379960720193,2.178413331761824,No,Contour Plowing,Maize,No,3.2375270711956574
1130,Loamy,5.017482012368753,2.0348202812971468,Yes,Terracing,Maize,Yes,4.318663842388082
1131,Clayey,1.630031609197592,1.1035842809979406,Yes,Windbreaks,Wheat,Yes,8.404445924342946
1132,Clayey,7.563112686222787,2.1408469786133284,No,Terracing,Wheat,No,2.031917468721316
1133,Sandy,6.47568042292016,3.2158797995130994,No,Contour Plowing,Maize,Yes,8.520346272125915
1134,Loamy,7.3597083712083675,1.0064047501961153,No,Contour Plowing,Maize,Yes,6.755863154952593
1135,Sandy,4.370323599712153,2.1328763352386697,Yes,Terracing,Wheat,No,4.078265631441427
1136,Sandy,4.325337406282422,4.525641329293,No,Windbreaks,Rice,No,2.0602649176091585
1137,Sandy,1.4078735106480513,3.3745943404294434,Yes,Terracing,Wheat,Yes,1.8234342760682123
1138,Sandy,4.149504455766758,3.431451296323922,Yes,Windbreaks,Maize,Yes,4.019629114713886
1139,Clayey,9.363595620358534,2.613457220105413,No,Contour Plowing,Rice,No,2.2630777544624125
1140,Clayey,4.413038834624041,3.705888573969644,No,Terracing,Rice,No,3.409392668277473
1141,Sandy,8.48230935599773,1.7597310649214366,Yes,Contour Plowing,Rice,Yes,1.4766022040619209
1142,Loamy,8.580929542749406,4.274987241536767,No,Windbreaks,Wheat,Yes,6.35507579527029
1143,Loamy,4.359170407413105,1.4667564797435992,No,Windbreaks,Wheat,Yes,2.3074850525842403
1144,Loamy,6.687898123565701,3.624005418612437,Yes,Terracing,Wheat,No,7.810590818130644
1145,Loamy,1.8583444204575277,2.364597303278732,No,Terracing,Wheat,Yes,2.963574786501749
1146,Sandy,1.9331072266084885,3.990051882329907,Yes,Terracing,Maize,Yes,8.181789214043672
1147,Clayey,1.4379189729554198,3.19905820506408,No,Contour Plowing,Rice,Yes,2.7089378760328096
1148,Loamy,6.229135840375985,2.809412153914865,Yes,Windbreaks,Maize,Yes,7.492299073311687
1149,Sandy,4.834638798634874,1.677689608372988,Yes,Windbreaks,Wheat,Yes,3.997672116626776
1150,Loamy,5.932291209978161,3.5472858571374113,No,Contour Plowing,Wheat,Yes,6.248079954001075
1151,Loamy,5.689658714575491,4.899079373681652,Yes,Terracing,Maize,No,1.3479563288956458
1152,Sandy,4.151826919816573,4.30241369962806,Yes,Terracing,Rice,No,5.457199909188317
1153,Clayey,7.097260733411256,1.2400327703560472,No,Contour Plowing,Rice,No,2.338191052318569
1154,Clayey,7.826516928247516,2.5049175134447643,No,Windbreaks,Wheat,Yes,5.3768820452412385
1155,Sandy,1.1316543298990815,4.702332036761087,No,Windbreaks,Wheat,No,2.272232177975347
1156,Clayey,2.8651806979199046,3.0121749902280857,Yes,Windbreaks,Wheat,Yes,4.9338020812543375
1157,Sandy,7.4191228127500315,3.6484473032327167,Yes,Windbreaks,Wheat,Yes,1.9955873820905952
1158,Sandy,4.479581553704508,4.650397382365561,Yes,Contour Plowing,Rice,Yes,2.979563659608662
1159,Sandy,6.962355522474473,4.495178761679522,No,Windbreaks,Maize,Yes,6.3557104195346925
1160,Clayey,4.122663937611026,3.007281502162044,Yes,Contour Plowing,Rice,Yes,9.78994573489128
1161,Sandy,4.516796370966734,2.7505852106304083,Yes,Terracing,Maize,No,5.042662915527748
1162,Loamy,2.4281098632071645,2.3587704739183484,No,Contour Plowing,Wheat,No,7.184563233485522
1163,Clayey,3.3240791769954403,3.8760777726515645,Yes,Windbreaks,Wheat,No,5.854822039399377
1164,Clayey,6.448705817568285,2.147947197886173,No,Terracing,Maize,Yes,5.48522140864994
1165,Clayey,4.898468001836497,1.9995504257236005,No,Contour Plowing,Wheat,No,1.5823377715586606
1166,Clayey,7.968724146501357,2.4249995784151204,No,Contour Plowing,Rice,Yes,2.298676620477515
1167,Loamy,8.673264594445085,1.708860227515168,Yes,Contour Plowing,Wheat,No,8.947519563093106
1168,Clayey,5.874817763950839,3.7804792637830693,Yes,Terracing,Wheat,No,4.69147883537623
1169,Clayey,7.8244056285045325,3.464962597322449,Yes,Contour Plowing,Wheat,No,6.528992289263119
1170,Sandy,3.76214061875113,2.9315141364633743,No,Windbreaks,Wheat,No,5.7540990944346255
1171,Clayey,4.734740938600703,2.5613031170462186,No,Terracing,Rice,No,4.409941415961113
1172,Loamy,7.414999085951479,4.636250171586926,No,Terracing,Maize,No,4.49034888349838
1173,Loamy,4.475907935353276,1.1164951399564211,Yes,Contour Plowing,Wheat,Yes,5.999185053178055
1174,Loamy,6.2965444164308995,4.076430974029197,Yes,Windbreaks,Wheat,Yes,2.2702762132816927
1175,Loamy,2.6683550117426034,4.607638286995555,Yes,Terracing,Rice,Yes,4.485331362289906
1176,Clayey,6.397941834734482,2.785418317719704,Yes,Contour Plowing,Rice,Yes,5.022780124624652
1177,Clayey,8.753623365042042,3.202761965882587,Yes,Windbreaks,Rice,Yes,9.866136013085118
1178,Loamy,8.81775675841083,4.777854751528151,No,Contour Plowing,Wheat,No,4.16309292357146
1179,Loamy,7.519099656965857,1.8491100611420577,Yes,Contour Plowing,Maize,Yes,6.8012100629278205
1180,Clayey,7.711780411685134,3.0805393911387395,No,Terracing,Rice,Yes,2.2367394984382134
1181,Loamy,6.021347006356306,2.8988845085128516,No,Terracing,Rice,Yes,1.589332436471972
1182,Sandy,6.262012811492423,2.0335705914814803,Yes,Contour Plowing,Rice,Yes,8.843878126011074
1183,Loamy,2.202855232694662,4.274372921492432,No,Terracing,Maize,Yes,7.576614121651178
1184,Loamy,4.9947326957917095,4.598402379052944,Yes,Terracing,Wheat,Yes,3.8574935883511214
1185,Sandy,5.056986554977274,4.127730319152835,Yes,Windbreaks,Wheat,Yes,5.5412020260750605
1186,Sandy,9.626480521009661,1.7814358433944335,No,Windbreaks,Wheat,Yes,2.221697660066547
1187,Clayey,4.879781763609605,1.3469945420055263,Yes,Contour Plowing,Rice,Yes,7.364442645827742
1188,Clayey,5.944083804124819,3.4217779412213694,Yes,Contour Plowing,Wheat,No,1.6329753287869506
1189,Sandy,5.799262593511922,1.2283790420395357,No,Contour Plowing,Rice,Yes,7.813297512470817
1190,Sandy,6.730855453398944,3.691303554232337,No,Contour Plowing,Maize,Yes,5.92152859242988
1191,Clayey,7.734095481987063,3.1216968813089707,No,Windbreaks,Maize,No,3.509654770780883
1192,Loamy,3.025376885537849,3.6511429309746544,No,Terracing,Wheat,No,8.76316918655311
1193,Sandy,5.758519771885921,3.360683094598976,No,Windbreaks,Rice,Yes,9.87464683304969
1194,Clayey,8.433259365844274,2.690810278108691,No,Contour Plowing,Rice,Yes,3.289141910778742
1195,Loamy,5.1680324245376035,1.803508720560913,Yes,Contour Plowing,Wheat,Yes,8.256215346273393
1196,Sandy,3.506117917362157,2.222808543241954,Yes,Windbreaks,Maize,No,7.7514968473881165
1197,Loamy,6.892381678206692,3.098002296875906,Yes,Windbreaks,Maize,Yes,7.7247110899510245
1198,Clayey,8.413906562192107,3.6074723745904236,No,Contour Plowing,Maize,No,9.615120503356245
1199,Sandy,1.568262636346522,4.1179320675381135,Yes,Terracing,Maize,No,5.379553830717931
1200,Loamy,7.991114350665044,4.068682873796243,No,Contour Plowing,Maize,No,7.067512365009892
1201,Sandy,8.394831396655942,4.890754973044341,Yes,Windbreaks,Wheat,No,8.414896272632237
1202,Loamy,5.153706348297462,2.1433657946536377,No,Contour Plowing,Wheat,No,5.315828005387237
1203,Clayey,9.849750911366206,1.2844428328537472,Yes,Contour Plowing,Wheat,Yes,5.332880825308053
1204,Clayey,8.080375066365782,2.382627742167437,No,Terracing,Maize,Yes,3.867892786606162
1205,Sandy,7.962963084060992,3.9731779008963066,No,Contour Plowing,Maize,No,8.027431415444207
1206,Loamy,7.730547169708646,2.7524466041331808,No,Contour Plowing,Wheat,No,7.175762017170009
1207,Sandy,2.355472928964466,4.271153722357678,No,Contour Plowing,Wheat,No,5.0602590955094495
1208,Sandy,2.9550779780770973,3.19730546074406,Yes,Windbreaks,Maize,No,4.77402991658863
1209,Loamy,5.175911183179825,4.719166890522012,Yes,Windbreaks,Rice,Yes,1.6533067885220678
1210,Loamy,3.3760391496351927,4.791453767996275,No,Terracing,Wheat,No,1.0585103214557396
1211,Loamy,4.737168751006364,1.2772180240749949,No,Contour Plowing,Maize,No,5.76004569878659
1212,Clayey,8.996176989306285,2.8256537588496973,No,Windbreaks,Maize,Yes,4.757435671164395
1213,Sandy,8.418942026913424,3.438756244998272,Yes,Terracing,Wheat,Yes,8.164330839115879
1214,Sandy,6.67035890631984,2.023490163248851,No,Contour Plowing,Rice,Yes,5.883886506764093
1215,Clayey,8.723083548259932,2.628307117515921,No,Terracing,Maize,Yes,9.43035439044003
1216,Loamy,8.053951501155243,3.710726164470793,Yes,Terracing,Wheat,No,2.765267189748987
1217,Clayey,4.860864386568014,1.9069369075934457,No,Terracing,Maize,No,9.911353063465357
1218,Clayey,2.809586368449506,3.4079254118978097,No,Terracing,Maize,No,3.681272748808957
1219,Clayey,5.627809360084052,3.7897913126572242,Yes,Terracing,Maize,No,6.781815762159754
1220,Sandy,7.626059942756951,1.361985244383467,No,Terracing,Maize,No,5.516683422549862
1221,Clayey,4.927776388566337,2.990117264109811,No,Terracing,Rice,No,4.236187611243245
1222,Sandy,7.000947188055075,2.052320119696763,Yes,Contour Plowing,Wheat,No,2.2537826493890196
1223,Sandy,1.8489468366193926,3.8975454239921783,No,Contour Plowing,Wheat,No,2.213507363069905
1224,Sandy,7.732042627342631,1.758222034147762,Yes,Terracing,Wheat,No,7.403552446403758
1225,Loamy,8.314422579037558,4.5689516621524255,No,Contour Plowing,Wheat,Yes,4.398772446786802
1226,Sandy,7.36154070202487,2.7237653460733076,No,Terracing,Wheat,No,9.651681767196484
1227,Sandy,9.70537228773729,1.792012121230214,No,Contour Plowing,Rice,Yes,3.9308363785570424
1228,Loamy,8.439868517145763,2.7520871854013174,No,Windbreaks,Maize,Yes,9.851713495731666
1229,Sandy,9.127843550888844,2.6349750512341115,No,Terracing,Maize,Yes,2.8488093093573648
1230,Clayey,9.402139751118833,2.715675837974841,Yes,Windbreaks,Wheat,Yes,1.925329476079482
1231,Clayey,8.212131926864277,3.3422451739897876,No,Terracing,Maize,No,3.813127601706614
1232,Sandy,7.068329578058492,3.08469489965415,No,Terracing,Maize,Yes,8.9702631048573
1233,Loamy,1.0514672322471035,1.5991085267236107,Yes,Windbreaks,Maize,Yes,5.696667500457562
1234,Clayey,5.192431779008122,1.2623162905865453,Yes,Windbreaks,Wheat,No,2.2208509534348724
1235,Loamy,6.140460687601249,3.917661794906162,No,Windbreaks,Wheat,Yes,2.8224914464368553
1236,Loamy,3.7362724520319968,3.238869743713254,Yes,Terracing,Rice,No,3.8013459593460697
1237,Clayey,3.8629400221312484,2.436003072317055,No,Windbreaks,Wheat,No,6.31150064031437
1238,Loamy,9.650434741391486,4.2334312899922955,Yes,Windbreaks,Rice,No,3.991410458898586
1239,Clayey,9.025397786824714,2.552233897043828,Yes,Contour Plowing,Wheat,No,7.723486738803945
1240,Loamy,8.642611049515338,4.1838603584024305,No,Contour Plowing,Maize,Yes,6.546642005667669
1241,Clayey,4.654106215354996,2.2230245100494987,Yes,Windbreaks,Rice,No,8.86441363618006
1242,Sandy,1.123286953680231,1.291381190180799,No,Windbreaks,Rice,Yes,5.508656437234278
1243,Clayey,1.7220002181014267,4.730558775199716,Yes,Windbreaks,Rice,Yes,3.98058772690961
1244,Clayey,3.809767313958433,2.5782045171254926,Yes,Windbreaks,Wheat,No,9.966444110228837
1245,Clayey,1.1416862169610928,4.1707702913975115,Yes,Contour Plowing,Rice,Yes,4.200699896266202
1246,Clayey,1.1543480372367831,2.116576532889218,No,Terracing,Wheat,No,4.857423758024608
1247,Loamy,9.2494297147817,3.585460448494624,No,Windbreaks,Rice,Yes,8.282145028222795
1248,Sandy,7.355426519071487,4.4932434930309135,Yes,Windbreaks,Wheat,Yes,1.7977261050378335
1249,Clayey,3.780603910613374,1.1665760893599213,No,Contour Plowing,Rice,Yes,4.478410954526632
1250,Loamy,2.1938011984085786,4.3225430587443565,No,Windbreaks,Maize,Yes,1.7713908409445556
1251,Sandy,5.604721461055694,3.2853320198877145,No,Windbreaks,Maize,No,2.253752800054821
1252,Sandy,1.04811544768928,3.429887015634277,Yes,Contour Plowing,Rice,No,1.0417674294820625
1253,Sandy,9.445723694723297,3.0926320032239305,No,Windbreaks,Wheat,Yes,1.085898633241377
1254,Sandy,4.733336074500524,4.49790041313457,Yes,Windbreaks,Wheat,Yes,4.422591005525668
1255,Clayey,4.621014597135995,1.1737334289425498,Yes,Contour Plowing,Wheat,Yes,8.282474244529986
1256,Clayey,4.51534246823604,2.0441135661433925,Yes,Terracing,Maize,Yes,6.283039245325238
1257,Loamy,1.6239549734898828,4.503050155436622,Yes,Windbreaks,Maize,No,6.71422639723879
1258,Loamy,6.744900158126439,4.009382810127824,Yes,Windbreaks,Maize,Yes,5.673243138263978
1259,Loamy,7.59703257665518,1.0705806407144234,No,Terracing,Wheat,Yes,8.378138297535028
1260,Sandy,7.085128578294612,3.0680251328388346,No,Contour Plowing,Wheat,Yes,8.92340852667557
1261,Sandy,2.245919439964549,3.1182907228506993,Yes,Terracing,Wheat,No,8.647666553308378
1262,Clayey,6.209561512320333,2.6035285405116415,No,Windbreaks,Rice,Yes,8.309188952227352
1263,Sandy,6.125360357550284,2.189573328247959,No,Terracing,Rice,No,2.6444176620695545
1264,Sandy,8.815697091472439,3.7268994016493684,No,Contour Plowing,Rice,No,6.34488602828699
1265,Sandy,4.412148925380823,1.8311618588190153,No,Windbreaks,Maize,Yes,6.2394687648853315
1266,Loamy,4.343373492934908,4.195794248286824,No,Contour Plowing,Maize,Yes,5.7514960337287695
1267,Loamy,6.56674352846367,4.212148643069887,No,Contour Plowing,Wheat,Yes,5.327315103670894
1268,Clayey,6.697653881495617,2.661045750291282,No,Terracing,Rice,No,1.8025342946774514
1269,Sandy,5.223567045932113,2.1341920436385906,Yes,Terracing,Wheat,No,1.9194691051559976
1270,Sandy,4.98753426097379,2.135512726362853,Yes,Contour Plowing,Rice,Yes,9.120534133965611
1271,Clayey,5.447329035740944,2.9291652959848404,Yes,Contour Plowing,Rice,No,6.671677952090787
1272,Sandy,8.749407695529808,3.878316898997435,No,Windbreaks,Wheat,Yes,3.3608549304820574
1273,Sandy,5.15050211128519,2.435474763975435,No,Contour Plowing,Wheat,Yes,3.513703502921106
1274,Loamy,9.459386127728402,3.440173381831006,Yes,Contour Plowing,Rice,Yes,6.491753484837671
1275,Clayey,5.536033872366934,2.5299378423303773,No,Terracing,Rice,Yes,4.662414771720959
1276,Clayey,9.542806238628023,2.2180927566055333,No,Contour Plowing,Maize,Yes,4.971917538865851
1277,Clayey,8.495487116821682,1.0994380636631766,Yes,Contour Plowing,Wheat,Yes,1.5458499148007712
1278,Clayey,4.261881903542462,1.0156564229415626,Yes,Terracing,Wheat,No,2.248652683987703
1279,Loamy,8.772772791669544,1.9088307113280178,Yes,Windbreaks,Wheat,No,4.540153839072963
1280,Loamy,1.990569557810037,2.6256251472039818,No,Terracing,Wheat,No,7.297177779412916
1281,Sandy,9.32542457808713,4.405044669448241,No,Terracing,Rice,Yes,1.4322284883992182
1282,Sandy,6.684791635746024,4.193936971721701,No,Contour Plowing,Maize,Yes,4.011020135479749
1283,Sandy,1.4895167367008006,2.0686610503519596,Yes,Contour Plowing,Wheat,Yes,7.255647567410643
1284,Sandy,6.798310512857304,1.9781617719371973,Yes,Windbreaks,Rice,No,8.128457114052623
1285,Loamy,9.768228887302804,1.9092882842801098,No,Contour Plowing,Rice,Yes,2.71198633685782
1286,Clayey,1.6282058915316604,2.356949362115468,Yes,Windbreaks,Rice,No,7.583384187041115
1287,Loamy,5.992189388020777,2.9927948782467415,Yes,Windbreaks,Rice,Yes,9.598705246711265
1288,Sandy,7.730149147834352,2.754671088126302,No,Windbreaks,Rice,No,9.161309350868034
1289,Loamy,8.292327280295781,1.873092795125975,Yes,Windbreaks,Wheat,Yes,8.104384696397581
1290,Clayey,4.724447187887162,1.5218056397744721,Yes,Contour Plowing,Wheat,Yes,7.410940174372044
1291,Clayey,2.837499032514187,1.0503112499447815,Yes,Terracing,Maize,No,3.1162447721779327
1292,Loamy,1.3810805089514546,1.6158529546660154,No,Terracing,Wheat,No,6.70512904343301
1293,Loamy,6.217535413875023,3.821425480776473,No,Contour Plowing,Rice,No,6.7894659442926635
1294,Loamy,5.076199632408497,1.9745542773823317,Yes,Contour Plowing,Maize,Yes,4.6613919888341915
1295,Sandy,9.5386995563474,2.8744072404860392,No,Windbreaks,Rice,No,5.437139155308438
1296,Loamy,1.545444169434188,3.365204595692979,No,Contour Plowing,Rice,No,7.246256393572361
1297,Loamy,7.168558091014051,4.547363611326428,No,Terracing,Wheat,Yes,9.5689138213938
1298,Loamy,1.2246959990805144,4.555420393573678,Yes,Contour Plowing,Rice,Yes,3.6577558759692845
1299,Clayey,2.5429075903948846,3.982934934725436,No,Contour Plowing,Wheat,No,3.217268367616956
1300,Clayey,5.082210999305508,1.1406279681940057,Yes,Windbreaks,Rice,Yes,6.416262030689845
1301,Sandy,5.093851985225814,3.3002816763416596,Yes,Windbreaks,Maize,No,2.177192002972239
1302,Sandy,7.171304886402795,4.146333883326026,No,Windbreaks,Rice,No,6.242795474390325
1303,Clayey,9.19191731380981,1.0691521790534528,Yes,Windbreaks,Wheat,No,1.7996633656428773
1304,Clayey,6.751289430234287,3.198738454626313,No,Terracing,Rice,Yes,5.415254916440579
1305,Clayey,9.58181588066358,4.431056583144118,No,Contour Plowing,Wheat,No,6.583729372421803
1306,Loamy,8.934540758901978,2.8964083033690677,Yes,Contour Plowing,Wheat,No,1.6309867534555766
1307,Loamy,6.2604981597771125,1.0164248115897938,Yes,Windbreaks,Maize,Yes,2.8625783675376635
1308,Clayey,8.504127558269445,1.0440534333424298,No,Terracing,Wheat,No,4.0183685639157245
