,duration,src_bytes,dst_bytes,failed_logins,num_file_creations,protocol_type,service,flag,logged_in,is_guest_login,target
1744,48,5970,6806,4,8,tcp,ftp,SF,1,1,0
1745,77,9266,405,3,,tcp,ssh,,1,1,0
1746,28,4814,1621,3,2,icmp,ftp,REJ,,0,0
1747,69,3570,2953,2,2,udp,http,,1,1,0
1748,77,5455,8081,3,7,icmp,http,SF,0,1,0
1749,81,3151,3119,3,1,tcp,ssh,S0,1,0,0
1750,40,9798,7381,0,5,tcp,http,S0,0,1,0
1751,45,6415,6631,0,3,,ftp,SF,,0,0
1752,,4658,9787,1,9,tcp,ftp,S0,1,0,0
1753,,,566,2,5,udp,ftp,SF,1,0,0
1754,93,7944,,0,4,icmp,http,REJ,0,0,1
1755,58,3663,7671,2,8,udp,ftp,SF,0,0,
1756,67,4483,2869,2,8,icmp,http,S0,0,0,0
1757,56,4798,9050,4,0,tcp,ssh,SF,0,0,0
1758,40,5069,9477,2,2,icmp,ftp,SF,1,1,0
1759,98,5481,8777,,0,,ssh,SF,1,1,0
1760,40,8034,4328,1,5,icmp,,SF,1,0,0
1761,91,984,6414,1,2,udp,http,,1,1,0
1762,77,5608,,1,0,icmp,ssh,REJ,,1,0
1763,33,8544,1246,4,5,udp,ftp,S0,0,1,0
1764,6,9917,8244,4,4,udp,ftp,S0,0,0,
1765,88,9472,538,1,7,udp,,REJ,1,,0
1766,,1908,541,4,1,tcp,ssh,S0,1,0,0
1767,80,6925,815,3,7,tcp,http,REJ,0,0,0
1768,40,9217,1416,3,4,tcp,ssh,REJ,1,0,
1769,92,8738,1653,4,7,udp,http,SF,1,,0
1770,97,4175,4063,4,,tcp,ftp,S0,0,0,1
1771,59,9081,2357,0,3,icmp,ftp,REJ,1,0,0
1772,59,7266,3811,0,3,udp,http,S0,1,0,0
1773,48,9298,9056,2,9,tcp,ftp,,1,1,0
1774,41,1991,186,2,3,udp,ssh,,1,1,0
1775,13,5597,1552,,5,tcp,http,,,0,0
1776,45,3999,7014,1,3,icmp,ftp,REJ,,1,1
1777,89,3776,762,3,8,udp,ftp,SF,1,1,0
1778,53,9113,9472,1,8,,ftp,REJ,0,0,0
1779,42,4646,,4,2,tcp,ftp,REJ,0,1,1
1780,63,2062,7636,0,6,icmp,http,SF,0,0,0
1781,27,,3282,4,,,http,,,1,
1782,38,4436,1537,,8,tcp,ftp,S0,0,0,0
1783,60,2645,6202,0,1,tcp,ssh,REJ,,0,0
1784,7,1046,3165,4,2,udp,ssh,,1,1,0
1785,5,7952,2771,2,,udp,ssh,S0,0,0,0
1786,,,7400,0,,tcp,ssh,SF,1,1,
1787,58,2682,3846,4,4,icmp,http,SF,1,0,0
1788,31,3200,3436,2,,udp,http,S0,,0,
1789,23,6769,4711,2,6,tcp,ssh,SF,0,1,0
1790,42,9131,562,3,7,icmp,http,REJ,1,1,0
1791,10,7441,4718,2,7,,ssh,SF,0,1,0
1792,32,8634,7624,1,,tcp,ftp,,0,0,0
1793,53,2551,,0,0,tcp,,REJ,1,1,0
1794,30,4226,2181,,2,udp,ssh,SF,1,0,0
1795,39,597,1961,0,0,tcp,http,,0,1,0
1796,31,6055,3880,4,0,udp,ssh,,1,,1
1797,82,1506,5154,4,9,icmp,http,S0,0,1,0
1798,2,9054,7036,1,7,udp,ftp,SF,0,1,0
1799,78,6469,3271,2,0,tcp,http,SF,0,1,0
1800,77,7237,4688,4,8,udp,ssh,SF,0,0,0
1801,93,1552,583,2,1,,ftp,S0,0,,0
1802,12,9929,9806,2,8,icmp,ftp,SF,0,1,1
1803,39,6853,9294,4,6,tcp,http,REJ,1,1,0
1804,66,1450,289,4,8,udp,ftp,SF,0,1,1
1805,96,5954,5665,1,2,tcp,ftp,S0,0,0,0
1806,13,8457,,3,0,tcp,http,,1,0,0
1807,46,,3860,0,0,icmp,ftp,REJ,1,1,0
1808,27,2660,3061,4,9,udp,,S0,,0,1
1809,17,7510,1184,4,5,tcp,http,REJ,0,0,0
1810,95,7894,4336,2,6,icmp,http,REJ,,1,0
1811,98,7446,1447,3,8,tcp,http,REJ,1,0,0
1812,60,2722,6680,,5,udp,http,REJ,0,0,0
1813,64,9655,9942,3,4,tcp,ssh,REJ,0,,0
1814,88,9638,6214,0,1,udp,http,SF,1,0,0
1815,35,2926,1904,2,1,icmp,ssh,S0,1,1,0
1816,70,,7895,,,icmp,http,S0,1,0,
1817,83,7105,9270,0,0,tcp,http,SF,0,0,0
1818,30,6241,2378,3,7,,ftp,SF,1,0,0
1819,,513,848,3,9,tcp,ftp,S0,,1,0
1820,74,216,7371,,6,tcp,ssh,S0,1,1,0
1821,96,7300,6342,3,6,udp,ftp,SF,1,1,0
1822,98,3154,1240,1,4,tcp,http,SF,0,1,0
1823,63,7451,5601,1,2,udp,ssh,REJ,0,,
1824,,1707,9525,,6,tcp,ftp,SF,1,1,0
1825,60,1568,4792,3,6,udp,http,SF,0,,0
1826,79,1129,2366,1,6,icmp,ftp,REJ,0,0,0
1827,94,3511,5056,3,1,tcp,ftp,REJ,1,0,0
1828,37,,,,2,,ftp,,0,0,0
1829,93,2366,373,2,2,tcp,ftp,S0,0,0,0
1830,22,5584,7784,4,3,udp,http,SF,1,1,0
1831,68,4898,1950,3,8,udp,ftp,REJ,0,0,
1832,20,5719,245,3,9,tcp,ssh,REJ,0,0,0
1833,96,6002,7796,2,0,tcp,ssh,S0,0,1,0
1834,,4568,5773,3,6,icmp,ftp,S0,1,0,0
1835,91,9272,125,2,6,icmp,ssh,SF,0,1,0
1836,64,2742,1920,1,3,icmp,ftp,REJ,0,1,0
1837,17,3021,9828,2,0,tcp,http,S0,0,0,0
1838,,6257,9618,2,,,http,SF,0,0,0
1839,22,229,9733,4,4,udp,ssh,SF,0,1,0
1840,17,8363,531,3,1,,ssh,,,0,0
1841,,295,7850,,6,udp,ftp,S0,0,1,0
1842,65,4285,6930,0,9,udp,ftp,S0,1,0,0
1843,22,8618,4350,2,9,udp,ftp,S0,0,0,0
1844,90,6802,4757,0,6,tcp,http,S0,1,0,0
1845,,919,1802,3,9,,ftp,S0,0,1,
1846,50,499,5157,2,4,icmp,http,REJ,1,,0
1847,,2810,7857,0,9,icmp,ssh,REJ,0,0,1
1848,64,,5462,4,5,,http,REJ,0,0,0
1849,,9018,9229,0,0,icmp,ssh,,0,1,0
1850,29,3780,,4,3,udp,http,SF,0,1,0
1851,76,2119,7433,1,3,tcp,http,SF,1,1,0
1852,36,6392,,3,7,icmp,ftp,REJ,,1,0
1853,99,146,,0,1,udp,ssh,S0,0,0,0
1854,52,7943,7077,2,0,tcp,http,REJ,0,1,0
1855,76,,7615,3,6,,http,REJ,,1,0
1856,7,193,9948,0,5,tcp,ssh,,1,1,0
1857,29,5188,4841,,4,udp,,S0,0,1,0
1858,11,6638,1630,2,7,icmp,ssh,SF,0,0,0
1859,33,8244,5063,2,1,tcp,ssh,S0,0,0,0
1860,6,2411,763,2,1,udp,ssh,,0,0,0
1861,79,1821,6906,0,8,tcp,http,REJ,1,,0
1862,32,,4890,,0,udp,http,S0,,1,0
1863,51,,4840,4,5,icmp,,SF,1,0,0
1864,75,2569,3958,4,,icmp,ssh,REJ,0,0,0
1865,,5883,558,4,4,tcp,http,SF,1,1,0
1866,87,,4622,,7,icmp,http,SF,1,1,0
1867,26,7466,840,2,6,icmp,ssh,,0,0,1
1868,98,7603,8195,2,3,,ssh,REJ,0,1,0
1869,46,3200,9244,3,,udp,,S0,0,0,0
1870,98,6104,9597,,9,tcp,ftp,SF,0,1,0
1871,29,241,8349,4,1,udp,ftp,REJ,1,,0
1872,,3441,6999,2,6,icmp,,SF,1,1,0
1873,,4632,511,4,4,udp,ssh,S0,1,1,0
1874,,9600,1138,,5,icmp,http,SF,1,1,0
1875,13,8275,5607,2,,tcp,,REJ,0,0,0
1876,39,5078,4667,,9,icmp,http,SF,0,,0
1877,15,3769,8907,0,6,udp,ftp,SF,1,1,0
1878,29,,5435,0,6,udp,ftp,S0,0,1,0
1879,29,7996,6447,0,1,udp,ftp,S0,1,,0
1880,75,8803,2655,0,0,udp,http,,1,1,1
1881,32,6430,991,1,9,tcp,http,,1,0,
1882,2,3606,7821,3,1,icmp,ssh,REJ,0,1,0
1883,47,2174,2161,3,7,udp,ssh,SF,1,0,0
1884,78,9715,5741,2,9,icmp,ssh,SF,1,0,0
1885,84,6569,,4,2,tcp,ftp,SF,1,1,0
1886,22,,2064,0,3,icmp,ssh,SF,0,0,0
1887,75,2658,1978,3,7,udp,ftp,S0,0,,0
1888,27,6081,8568,3,2,icmp,http,S0,1,1,
1889,,7326,,0,,udp,ftp,S0,0,1,
1890,81,2160,2668,1,1,,ftp,S0,0,1,0
1891,56,3831,9433,1,2,tcp,ftp,REJ,0,0,0
1892,92,,4920,3,0,tcp,http,SF,0,0,1
1893,,4369,8610,1,,icmp,http,SF,1,0,0
1894,21,1318,7643,0,3,icmp,ssh,SF,1,0,0
1895,47,4494,8799,3,5,udp,ssh,REJ,1,0,
1896,,1231,8760,0,6,udp,,REJ,1,1,0
1897,59,1134,544,1,,,http,S0,0,1,0
1898,84,7608,884,0,7,udp,http,SF,1,0,0
1899,6,1302,4799,1,8,tcp,http,SF,0,0,1
1900,19,1911,8041,1,9,udp,http,REJ,1,1,0
1901,57,8083,9416,0,1,tcp,,SF,1,0,0
1902,69,8108,5719,1,4,icmp,ftp,REJ,0,0,0
1903,3,9698,2069,2,1,icmp,ssh,S0,1,0,0
1904,1,7971,7479,0,4,tcp,ftp,REJ,0,0,0
1905,58,1917,8121,2,6,udp,ssh,SF,,1,1
1906,38,6997,7821,0,5,,ftp,REJ,1,1,0
1907,15,2758,1787,1,3,tcp,http,REJ,0,0,0
1908,34,6465,5716,1,1,icmp,,S0,1,1,0
1909,61,179,9650,3,6,udp,,SF,0,0,0
1910,35,9089,8270,3,9,tcp,ssh,SF,0,1,0
1911,64,,1309,2,8,icmp,http,S0,1,0,0
1912,25,9744,8840,1,0,udp,,REJ,1,1,0
1913,24,8684,8745,3,2,tcp,ssh,REJ,0,1,0
1914,12,61,8474,1,6,tcp,ssh,SF,1,1,0
1915,18,9270,9474,,8,tcp,http,REJ,1,0,0
1916,15,6682,4862,3,4,tcp,http,,0,1,0
1917,80,2896,2777,,6,icmp,http,SF,0,1,0
1918,27,586,1597,3,9,tcp,ftp,REJ,1,0,
1919,72,5824,480,1,6,tcp,ssh,,0,0,0
1920,60,535,,4,3,tcp,http,S0,1,0,0
1921,46,3463,6157,4,4,tcp,ssh,SF,1,0,0
1922,89,4012,7920,,1,tcp,ftp,,1,0,
1923,17,3399,,0,7,udp,ftp,REJ,0,1,0
1924,93,2156,3899,3,0,icmp,http,REJ,0,0,0
1925,,5967,2073,,1,udp,ssh,,1,0,
1926,8,7330,9488,0,2,icmp,ftp,S0,0,1,
1927,79,6958,5625,1,6,tcp,ssh,S0,0,0,0
1928,27,9197,939,0,5,icmp,ssh,REJ,0,0,0
1929,46,5326,8177,1,6,tcp,http,SF,0,,0
1930,50,8519,762,3,4,tcp,ftp,S0,0,1,0
1931,71,4704,7255,0,3,udp,ftp,,1,0,0
1932,3,2707,1670,,6,udp,ftp,REJ,0,0,0
1933,93,2,7129,0,2,udp,ssh,SF,0,1,0
1934,,9226,3863,1,9,icmp,ftp,S0,0,0,0
1935,44,8317,2686,1,6,icmp,ftp,SF,1,1,0
1936,53,1105,6635,0,1,udp,ssh,S0,1,1,0
1937,,1862,1932,1,7,udp,ftp,SF,0,1,0
1938,60,5270,7309,2,5,tcp,ftp,SF,,0,0
1939,3,6944,3940,2,2,icmp,ssh,S0,0,0,
1940,20,,1127,,2,,ftp,SF,,,0
1941,46,438,,2,4,icmp,,S0,1,1,0
1942,15,4847,6438,2,2,,ssh,S0,0,0,0
1943,,3130,7040,4,,icmp,ftp,SF,1,0,0
1944,94,,5374,4,1,icmp,http,S0,0,,0
1945,78,8082,1204,4,7,,,SF,0,0,0
1946,71,902,4136,4,8,udp,,S0,1,0,0
1947,17,5399,8712,1,6,udp,ssh,SF,1,1,0
1948,84,6679,7905,3,,udp,http,S0,1,1,0
1949,9,5530,,3,9,tcp,ssh,S0,0,1,0
1950,38,6605,4559,2,3,,ftp,REJ,,0,0
1951,48,3919,5348,,9,tcp,http,S0,0,,
1952,60,1068,7868,2,1,icmp,ssh,S0,1,0,0
1953,63,27,,3,8,icmp,ftp,,,1,1
1954,86,6938,8675,0,4,tcp,ftp,SF,1,0,0
1955,2,7265,,0,1,tcp,http,SF,1,0,1
1956,,7119,3094,3,,udp,http,,0,0,
1957,72,548,8535,1,5,icmp,,REJ,,1,0
1958,11,8759,7208,,6,icmp,ftp,REJ,0,0,0
1959,64,8896,9655,3,1,udp,http,SF,0,,0
1960,77,5339,9395,2,0,udp,ftp,SF,0,0,0
1961,81,,9814,4,6,udp,ssh,SF,1,1,0
1962,72,7997,6228,3,0,tcp,http,SF,1,1,0
1963,21,1591,3536,1,2,tcp,ssh,,1,0,0
1964,18,7777,7005,,,tcp,ssh,SF,1,0,0
1965,94,4944,2914,3,1,tcp,,S0,1,1,0
1966,,,9382,0,,tcp,ssh,SF,1,1,0
1967,82,,,3,4,icmp,ftp,REJ,1,0,0
1968,95,3792,9796,,0,icmp,http,REJ,1,1,0
1969,,1358,5290,0,7,icmp,ftp,SF,1,1,0
1970,32,8093,598,3,9,udp,,REJ,1,1,0
1971,11,3226,8837,3,6,icmp,http,REJ,1,,
1972,45,2461,7146,0,,,,REJ,1,1,0
1973,89,8738,2903,2,1,icmp,ftp,REJ,1,0,
1974,33,2729,6646,4,6,tcp,ftp,S0,1,0,1
1975,41,,,1,1,icmp,ftp,S0,0,0,0
1976,8,,7695,3,5,tcp,,S0,0,1,0
1977,11,6431,4831,4,0,tcp,ssh,S0,0,1,0
1978,86,3115,,4,6,icmp,ssh,SF,,1,0
1979,51,617,7369,2,6,icmp,,REJ,0,,0
1980,88,3645,9835,4,3,tcp,ssh,REJ,1,0,0
1981,41,6414,2161,3,3,udp,ssh,SF,1,0,0
1982,,1204,5879,4,9,,ssh,SF,0,0,0
1983,76,9952,7664,3,4,icmp,ssh,S0,1,0,0
1984,46,2566,3750,3,1,tcp,ftp,S0,1,0,
1985,32,3175,2923,,8,udp,ssh,REJ,1,0,0
1986,79,3082,6487,2,9,icmp,ftp,,1,0,0
1987,80,,8113,1,3,icmp,http,,0,1,0
1988,54,3162,8772,0,8,tcp,ssh,,1,1,0
1989,86,4322,3805,1,2,udp,ftp,S0,0,,1
1990,92,,,3,8,icmp,http,REJ,0,1,0
1991,20,6270,2369,,0,udp,http,REJ,1,0,1
1992,33,7100,8094,4,6,icmp,ftp,,0,1,0
1993,74,7377,3933,,3,icmp,ftp,REJ,1,0,0
1994,40,4079,5609,1,6,udp,ftp,S0,1,1,
1995,,5802,6636,3,9,udp,ssh,REJ,0,0,0
1996,97,4152,6396,1,5,tcp,http,SF,0,1,0
1997,2,,6102,2,3,tcp,ssh,REJ,0,1,
1998,97,2601,9293,4,3,,ssh,S0,1,1,0
1999,33,6176,9863,0,7,,ssh,SF,0,0,0
2000,77,667,5532,0,6,udp,http,SF,0,1,0
2001,30,284,,0,3,tcp,http,S0,0,1,0
2002,,5841,6345,4,5,,http,SF,1,1,
2003,77,,8409,,5,icmp,ftp,SF,1,1,0
2004,26,,376,,0,udp,ssh,REJ,0,1,0
2005,22,1466,7888,,1,tcp,ftp,,0,,0
2006,66,8322,1610,0,3,udp,ftp,REJ,0,0,
2007,38,4735,2940,4,5,udp,ssh,S0,1,1,
2008,90,6258,4063,0,5,udp,http,,1,0,0
2009,46,7367,1614,3,0,udp,ssh,S0,1,1,0
2010,15,3673,6579,2,7,udp,ftp,S0,1,1,0
2011,98,7383,7852,0,1,tcp,http,SF,1,,0
2012,44,6588,,1,4,udp,http,SF,0,1,0
2013,49,993,7541,,3,tcp,ftp,REJ,0,0,0
2014,75,6859,9489,3,4,icmp,http,REJ,1,,
2015,,2122,,2,4,udp,http,REJ,1,1,0
2016,67,2224,3997,0,9,icmp,ssh,SF,0,0,0
2017,6,4523,4787,3,7,tcp,ssh,REJ,0,1,0
2018,9,3189,5696,1,9,udp,ftp,,,1,0
2019,6,3238,9348,0,6,icmp,ftp,S0,0,0,0
2020,73,4137,,0,8,tcp,ftp,SF,0,0,0
2021,95,344,2367,3,0,,http,S0,0,1,0
2022,32,4705,6765,3,5,udp,ftp,REJ,0,1,0
2023,41,4824,,2,5,udp,,SF,0,,0
2024,76,4921,9274,1,1,udp,http,REJ,0,0,0
2025,8,3202,1615,2,7,tcp,ftp,REJ,,1,0
2026,72,5472,4556,2,,icmp,http,S0,0,1,0
2027,50,889,2417,,9,tcp,http,REJ,1,1,
2028,92,9534,7289,3,8,,http,SF,1,1,0
2029,62,7128,6863,0,9,tcp,ftp,REJ,1,0,0
2030,84,3721,3654,1,,,http,S0,0,0,1
2031,62,2884,,2,6,,http,S0,,1,1
2032,7,4213,497,,5,icmp,http,REJ,1,0,0
2033,,6962,505,3,4,icmp,ssh,S0,1,1,0
2034,84,2416,7700,3,5,,ftp,REJ,0,0,0
2035,80,9310,,4,3,udp,ssh,S0,0,0,
2036,4,3002,8056,1,2,icmp,http,REJ,0,0,0
2037,6,1739,3217,0,0,tcp,http,REJ,1,1,0
2038,58,1365,5689,1,0,icmp,ssh,SF,0,1,0
2039,22,2709,9601,2,5,udp,http,SF,0,0,0
2040,26,925,4365,,8,icmp,ssh,,,1,0
2041,3,152,6043,3,,udp,http,SF,0,0,0
2042,41,8778,,1,1,tcp,http,SF,1,1,0
2043,60,8045,4961,1,8,,http,S0,1,0,1
2044,14,913,2398,1,7,udp,http,SF,0,0,0
2045,,2322,8302,2,8,udp,ftp,S0,1,1,0
2046,82,496,8842,2,3,,ftp,SF,1,1,0
2047,12,2149,6195,0,8,udp,ftp,SF,0,0,0
2048,87,557,7571,1,1,udp,ssh,REJ,1,1,
2049,12,1553,,0,0,icmp,ssh,SF,0,0,
2050,13,2121,1500,4,8,tcp,ssh,REJ,,0,0
2051,25,3086,7236,2,9,tcp,,REJ,1,1,0
2052,45,3505,596,3,7,udp,ftp,REJ,0,1,0
2053,19,,979,4,6,udp,ssh,REJ,0,1,0
2054,55,8927,,3,7,udp,ssh,SF,0,,
2055,45,,57,4,0,,ssh,REJ,0,0,0
2056,8,7163,2244,0,,icmp,http,SF,1,,0
2057,,5524,5880,,9,tcp,ssh,SF,0,0,1
2058,53,7544,1702,2,8,icmp,http,S0,1,1,0
2059,55,8056,7230,3,8,,ssh,S0,1,,
2060,32,4655,1287,,5,tcp,ssh,S0,1,0,0
2061,51,6251,8304,1,3,icmp,http,REJ,0,1,
2062,44,7247,9394,1,,tcp,ssh,SF,1,1,0
2063,82,155,948,2,3,icmp,http,SF,1,1,1
2064,70,,4122,3,6,icmp,ssh,REJ,1,0,
2065,18,997,6554,1,0,tcp,ssh,S0,1,0,0
2066,83,,758,2,8,udp,http,S0,1,1,0
2067,22,2906,5652,2,2,tcp,ftp,SF,1,0,0
2068,37,9370,7274,3,3,,http,SF,1,0,0
2069,96,154,3536,1,4,icmp,ftp,SF,0,0,1
2070,56,7854,,1,2,icmp,http,S0,0,0,0
2071,59,6482,1105,1,3,tcp,ftp,,1,,0
2072,3,5600,8854,0,4,,ssh,S0,1,,0
2073,28,1717,909,1,0,udp,ftp,S0,0,0,0
2074,74,787,6540,4,8,udp,,S0,1,1,0
2075,35,4369,4618,,9,tcp,http,,1,1,1
2076,,8097,,0,9,,ftp,REJ,0,0,0
2077,93,4273,2312,0,3,,ssh,SF,1,0,0
2078,54,,790,0,8,tcp,http,,1,0,0
2079,63,8835,172,2,,tcp,ftp,SF,1,0,0
2080,79,,7990,4,0,icmp,ssh,,1,1,
2081,97,7217,1886,3,4,icmp,ftp,SF,0,1,0
2082,7,8858,8668,1,8,tcp,ftp,SF,1,,0
2083,76,3427,1050,0,2,icmp,ssh,REJ,1,0,0
2084,49,3784,4130,3,4,udp,,,,1,
2085,94,,1162,2,,tcp,http,REJ,0,1,
2086,85,,,3,2,,ssh,REJ,1,0,0
2087,31,8053,3767,0,0,,ssh,,,,0
2088,58,3702,8946,4,1,icmp,ftp,SF,1,0,0
2089,61,9262,4662,3,,tcp,ssh,,1,1,
2090,24,2350,8654,0,8,udp,ftp,S0,1,,0
2091,20,7012,3240,0,,icmp,ftp,S0,1,1,1
2092,37,7056,8273,1,7,tcp,ssh,,1,0,0
2093,4,1213,2805,1,1,,ssh,REJ,0,1,0
2094,92,6966,,4,8,icmp,ssh,REJ,0,1,0
2095,20,9345,870,1,2,icmp,ssh,REJ,1,0,
2096,60,6705,5527,4,9,tcp,http,S0,,1,0
2097,24,7434,7742,2,1,udp,ftp,SF,1,0,0
2098,50,2512,4695,2,0,tcp,http,S0,1,0,0
2099,49,144,8999,1,8,icmp,http,SF,1,0,
2100,51,7368,1935,2,7,tcp,ftp,REJ,1,1,
2101,,,5173,3,3,tcp,http,REJ,0,,0
2102,36,,704,3,6,udp,ssh,REJ,,1,0
2103,98,6032,2524,3,,udp,ssh,SF,1,0,0
2104,66,4244,2640,,,icmp,ssh,REJ,1,1,0
2105,79,9550,6160,3,3,udp,ssh,,1,1,0
2106,34,2714,3910,4,,tcp,,,0,0,0
2107,36,,,,9,icmp,ssh,REJ,,0,0
2108,6,9550,620,1,3,udp,ftp,S0,0,0,0
2109,39,7329,7983,4,9,tcp,ftp,,1,0,0
2110,42,4634,3067,3,2,tcp,ftp,SF,0,0,0
2111,58,3193,4873,0,,icmp,ftp,S0,1,0,0
2112,12,301,8639,1,1,icmp,http,SF,1,0,0
2113,3,,2338,4,8,udp,http,SF,1,1,0
2114,18,5695,8401,1,,udp,ssh,,1,0,0
2115,40,3011,5595,2,3,udp,,,0,0,0
2116,21,5556,2461,3,9,udp,ssh,SF,1,0,1
2117,15,68,6821,4,9,icmp,ssh,SF,1,0,0
2118,97,,5547,4,2,tcp,ssh,S0,0,0,0
2119,99,1538,3443,0,2,tcp,ssh,SF,1,1,0
2120,26,398,2712,0,7,udp,ftp,REJ,1,0,0
2121,8,5681,1292,0,7,icmp,ftp,S0,1,1,0
2122,94,9356,5375,,5,udp,http,S0,0,1,0
2123,87,4826,9593,3,3,udp,ftp,SF,1,0,0
2124,42,8748,,1,0,icmp,ftp,,1,,0
2125,44,6049,6514,3,3,,ssh,REJ,0,0,0
2126,14,3662,7395,4,7,tcp,ftp,S0,1,1,0
2127,78,9944,705,1,5,udp,ssh,S0,1,,0
2128,2,2942,826,1,1,icmp,ftp,S0,1,1,
2129,37,7068,9197,1,2,,http,SF,1,1,0
2130,,5092,377,2,6,,ssh,REJ,0,0,0
2131,38,1602,973,3,3,icmp,ftp,REJ,0,,0
2132,41,1481,4214,3,3,icmp,ftp,REJ,1,1,0
2133,62,6231,444,1,4,tcp,ssh,S0,0,1,0
2134,60,9295,,2,7,udp,http,REJ,1,0,0
2135,14,,755,1,6,udp,http,,1,0,0
2136,89,6448,4736,3,8,,ftp,S0,0,1,0
2137,84,5500,5397,4,4,,ftp,SF,1,1,0
2138,2,,,2,0,udp,ftp,S0,,0,0
2139,70,1300,2712,2,3,icmp,ssh,,1,1,0
2140,17,5819,2408,1,5,,ssh,S0,1,0,0
2141,89,6702,8815,4,5,icmp,ssh,SF,0,0,0
2142,28,,5589,3,8,,ftp,REJ,0,0,1
2143,66,,6105,0,9,icmp,http,S0,0,1,0
2144,35,9728,5748,3,4,icmp,ssh,S0,0,1,0
2145,5,8270,,3,4,tcp,http,SF,0,1,0
2146,,2832,7225,4,5,icmp,ftp,SF,1,0,
2147,40,2722,1920,2,5,tcp,ssh,SF,0,0,0
2148,76,1533,,,2,udp,ssh,S0,0,,1
2149,56,8430,,2,,icmp,ssh,SF,1,,0
2150,36,5254,582,4,,tcp,ftp,REJ,1,,0
2151,45,1997,3882,4,5,tcp,ftp,SF,1,0,0
2152,23,5312,9879,1,4,tcp,ftp,SF,1,0,0
2153,47,278,3910,0,2,udp,http,SF,1,1,0
2154,31,3090,2000,4,,icmp,http,REJ,0,1,0
2155,11,524,401,4,4,udp,ssh,SF,,1,0
2156,10,4276,3649,2,5,tcp,ssh,SF,0,1,0
2157,67,5366,5446,4,5,udp,ftp,,1,1,0
2158,14,3123,2629,3,5,udp,ftp,S0,0,1,0
2159,,8168,1657,1,2,tcp,ftp,SF,1,1,0
2160,74,5191,621,1,3,icmp,ssh,S0,0,,0
2161,93,4576,247,3,2,icmp,ftp,SF,1,0,
2162,10,7728,5213,4,1,udp,http,SF,0,0,
2163,76,1798,3340,0,7,icmp,http,REJ,0,0,0
2164,94,2132,6759,4,6,tcp,ssh,SF,1,1,0
2165,1,7323,7087,1,7,icmp,ssh,S0,1,1,0
2166,5,6501,3011,0,5,udp,http,S0,1,0,0
2167,20,816,4720,2,6,tcp,ftp,S0,0,0,
2168,8,,2369,,0,tcp,ssh,S0,1,1,0
2169,43,6667,1840,4,9,tcp,ssh,SF,1,1,0
2170,76,143,2904,4,4,udp,ssh,REJ,1,1,0
2171,1,1411,6206,0,3,udp,http,REJ,0,0,0
2172,57,535,4396,0,9,icmp,ssh,SF,1,1,0
2173,64,,5768,4,2,udp,http,S0,0,0,0
2174,84,3365,3692,1,1,tcp,http,REJ,0,1,0
2175,28,1033,7471,2,8,udp,ftp,REJ,0,1,
2176,37,3343,3842,0,7,udp,ftp,SF,1,,0
2177,47,9603,4349,1,9,icmp,ftp,S0,0,1,0
2178,,6086,6622,4,1,tcp,ssh,REJ,1,0,0
2179,,4501,1393,3,5,icmp,http,,1,,0
2180,49,,6061,0,,icmp,ssh,REJ,,1,0
2181,44,9081,,3,2,icmp,http,REJ,0,0,0
2182,56,4518,4301,1,,tcp,ssh,S0,0,1,0
2183,28,,,2,6,icmp,http,S0,0,1,0
2184,79,1642,5488,1,6,tcp,ftp,REJ,1,1,
2185,6,472,3515,2,9,icmp,ftp,S0,1,,0
2186,,2941,760,1,0,icmp,ssh,REJ,0,1,0
2187,20,8739,,0,6,tcp,http,REJ,0,1,0
2188,78,4727,8622,0,6,udp,ftp,REJ,1,,0
2189,2,7671,,3,5,icmp,http,SF,1,1,0
2190,73,3724,2460,1,5,udp,,S0,,1,0
2191,37,364,5274,,1,icmp,ftp,S0,1,0,0
2192,20,3310,1719,3,,udp,ssh,REJ,0,1,1
2193,,546,,4,2,udp,ssh,S0,0,1,
2194,29,3241,,1,2,udp,http,REJ,1,1,0
2195,1,6666,1309,1,1,udp,,S0,0,0,0
2196,35,1937,1051,1,8,udp,ssh,S0,0,,0
2197,70,9155,5480,,5,tcp,,REJ,1,,0
2198,59,883,2250,0,1,udp,http,S0,1,0,0
2199,69,3841,2810,3,2,tcp,ssh,REJ,0,0,0
2200,33,6924,2922,4,9,icmp,ftp,SF,1,0,0
2201,51,9063,4677,2,5,tcp,ftp,REJ,0,1,0
2202,78,4612,4042,2,,udp,http,S0,,0,0
2203,,9058,2418,4,6,tcp,ssh,SF,0,,0
2204,20,5205,533,4,5,udp,ftp,,1,1,0
2205,,7289,9091,0,5,tcp,http,REJ,0,1,1
2206,88,3204,8168,2,2,icmp,http,SF,1,0,0
2207,43,2245,1470,3,7,udp,,REJ,1,,0
2208,98,19,9445,1,8,udp,ssh,S0,,1,0
2209,,642,7293,,5,tcp,http,REJ,1,0,0
2210,50,3084,,0,1,tcp,ftp,SF,,0,0
2211,29,5201,9026,0,0,tcp,ssh,REJ,0,1,0
2212,57,,7143,2,,tcp,ftp,REJ,0,0,0
2213,39,866,6001,3,2,tcp,ftp,S0,1,0,1
2214,95,774,7082,3,7,,ftp,REJ,0,,0
2215,56,4733,,4,4,icmp,ssh,S0,0,1,0
2216,43,3519,6932,0,0,,,SF,1,1,
2217,50,6796,3425,1,3,udp,http,SF,0,1,0
