,Gender,Resource_Access,Women_Empowerment_Metrics,Crop_Type,Soil_Type,Soil_Health_Index,Social_Impact_Index
1365,Female,Limited,2.615905133212334,Maize,Loamy,3.371692982353588,5.7546289461547815
1366,Non-binary,Moderate,2.840468732813302,Wheat,Clayey,3.078667038705622,6.543812569694005
1367,Two-spirit,Abundant,1.0606967961856868,Rice,Loamy,4.59262688490002,9.479109823817536
1368,Male,Moderate,2.134982039841824,Maize,Clayey,6.338725818021513,9.5601432904064
1369,Non-binary,Moderate,2.7463268869672977,Rice,Clayey,5.907859056543817,8.480334404473169
1370,Two-spirit,Moderate,3.5351879039709155,Wheat,Loamy,3.202610295114825,2.723896693340195
1371,Male,Limited,2.8002077222155686,Maize,Loamy,9.020050070080385,4.001646919496134
1372,Two-spirit,Moderate,2.351268173286256,Rice,Loamy,1.9889377276168094,5.390423652290902
1373,Genderqueer,Moderate,2.5523949413766287,Rice,Sandy,1.3552080676690177,9.149148454316656
1374,Gender neutral,Limited,1.9691733168018661,Rice,Clayey,6.424356424655778,5.687783414615907
1375,Third gender,Abundant,4.697977131096211,Wheat,Sandy,2.110664512589288,9.79692098201918
1376,Non-binary,Abundant,3.0869729031636584,Maize,Clayey,5.54401732851065,9.854570545022943
1377,Non-binary,Moderate,1.0536378154884924,Maize,Clayey,9.565959559686693,6.387258335166844
1378,Agender,Limited,1.0777850336781865,Maize,Sandy,7.287222443075111,8.8974580559303
1379,Pangender,Abundant,4.891846539808166,Rice,Sandy,6.557109223579844,9.99300440821509
1380,Genderqueer,Moderate,1.8858035654929801,Maize,Clayey,6.173247023850526,8.647448662190978
1381,Genderqueer,Moderate,4.222433155257258,Rice,Loamy,2.615853269796335,6.912199118676291
1382,Female,Limited,1.233101206242298,Wheat,Loamy,4.89383042165294,8.606201729684454
1383,Two-spirit,Moderate,4.684650946778197,Maize,Loamy,4.082711566300863,1.7438955561083898
1384,Pangender,Abundant,4.497668014666713,Rice,Loamy,9.577668899998564,6.713391857768554
1385,Gender neutral,Limited,3.2843726497380588,Maize,Clayey,3.180882082336525,2.948698290115046
1386,Gender neutral,Abundant,1.035994629133023,Maize,Loamy,5.243647342564462,2.0445728558560665
1387,Genderqueer,Abundant,2.0312434960933503,Wheat,Loamy,9.44271426948625,9.035841270952917
1388,Gender neutral,Abundant,2.62729058959386,Maize,Loamy,8.102625871953835,6.756804493822484
1389,Agender,Moderate,2.840256466990247,Wheat,Clayey,9.680637153559807,3.1919189132973136
1390,Non-binary,Moderate,2.190715034249488,Maize,Sandy,6.474972296322919,4.481040679661337
1391,Transgender,Abundant,1.13179147298212,Maize,Loamy,4.004081692713406,9.759488908180526
1392,Third gender,Abundant,3.3605096237061685,Maize,Clayey,8.43984797917653,8.759638475916658
1393,Female,Limited,3.0966186707790238,Maize,Clayey,3.6231064423603354,1.1402361595046437
1394,Two-spirit,Limited,2.132002541716311,Maize,Loamy,2.4829552172069733,9.818208956191098
1395,Third gender,Moderate,1.1519038702784261,Maize,Sandy,7.356599326351066,4.316765260118116
1396,Two-spirit,Moderate,4.978376748887761,Wheat,Sandy,6.750600971809234,7.258763493873323
1397,Male,Limited,2.9279447473056237,Wheat,Sandy,8.910540123358558,7.414089081482742
1398,Third gender,Abundant,4.024016967096308,Rice,Clayey,9.657322820344456,9.205159921363247
1399,Transgender,Moderate,2.809256140205342,Maize,Loamy,8.714778285020987,8.965547885832532
1400,Genderqueer,Abundant,1.1726811634517658,Wheat,Loamy,1.540196178294437,3.5355663230469485
1401,Agender,Limited,2.2384029803420002,Maize,Clayey,6.9806208968404135,6.791819304571578
1402,Non-binary,Moderate,2.2804405640236047,Maize,Loamy,8.062591715776412,4.54334880636104
1403,Non-binary,Moderate,4.353411616196064,Wheat,Loamy,9.83735851915159,5.729893628137478
1404,Agender,Limited,3.6169199119994975,Maize,Sandy,4.371951695613704,5.992106728914452
1405,Pangender,Moderate,2.1017196145578914,Wheat,Loamy,2.528934285440331,4.567091012479331
1406,Male,Limited,4.870959818636344,Wheat,Loamy,8.67639755617499,5.175046183963841
1407,Two-spirit,Moderate,2.2861673295914855,Rice,Clayey,3.857200692692998,2.8750804112891006
1408,Transgender,Limited,4.992936103314881,Rice,Clayey,6.38381706214473,6.468817449353246
1409,Gender neutral,Moderate,4.984654772681052,Rice,Sandy,4.509052877916998,7.830638338984846
1410,Third gender,Abundant,1.7648420709869672,Rice,Clayey,4.62093631082795,4.867670837109471
1411,Male,Abundant,2.2509644647536007,Maize,Sandy,7.592180312597065,9.799120793836618
1412,Third gender,Abundant,2.9441767939386168,Maize,Sandy,4.253276128059448,1.515037666703217
1413,Transgender,Moderate,3.656402684591564,Rice,Loamy,7.237676016734382,6.302446135724931
1414,Female,Moderate,3.112189796015197,Wheat,Sandy,1.1289560990707188,6.252406960993858
1415,Female,Abundant,4.877765876529027,Wheat,Loamy,3.921826510034884,1.326666505696745
1416,Male,Abundant,3.895956656942766,Wheat,Sandy,3.871396282182964,3.021131551579642
1417,Genderqueer,Limited,1.8481793975318976,Wheat,Clayey,7.739517573070453,9.149883252846088
1418,Transgender,Limited,1.4203902008545533,Maize,Clayey,3.831014044230651,5.900626401482924
1419,Transgender,Limited,3.753605162837427,Wheat,Clayey,6.699944191285747,4.927472874710924
1420,Agender,Abundant,1.633809760723052,Wheat,Sandy,7.196719618970783,4.739468009831549
1421,Genderqueer,Abundant,4.1507073613430165,Rice,Sandy,6.925829897774037,8.993447488180983
1422,Two-spirit,Abundant,2.244146669041348,Wheat,Loamy,6.429643129437981,4.303280580594272
1423,Two-spirit,Limited,2.307573052222426,Maize,Loamy,4.722551644144552,8.73250176093632
1424,Gender neutral,Moderate,1.0431935695580479,Wheat,Loamy,4.359744799154294,3.782733393785052
1425,Non-binary,Abundant,3.8040450683801628,Wheat,Loamy,6.081256525383007,5.783535860525591
1426,Female,Moderate,1.4530790122587431,Maize,Sandy,1.5733279223589367,2.2943779258231793
1427,Two-spirit,Moderate,4.0915223098540725,Rice,Sandy,8.882378578463735,8.425272810191
1428,Genderqueer,Moderate,2.967471287668827,Maize,Loamy,8.427836287273088,7.623773839043451
1429,Transgender,Limited,4.137119259818276,Rice,Sandy,4.117462453334706,5.7708375712728985
1430,Two-spirit,Moderate,3.335706156790965,Wheat,Sandy,6.101372110470681,1.233111767310755
1431,Transgender,Abundant,1.329733088075963,Rice,Sandy,9.390049283660169,5.3313159867179865
1432,Two-spirit,Limited,4.062609346820732,Rice,Sandy,3.44473117670887,3.0267687540272217
1433,Female,Abundant,1.279197939578999,Rice,Loamy,7.6820974092536805,4.720368662875174
1434,Third gender,Abundant,2.914806882277329,Wheat,Loamy,1.7445862658890463,8.7078383997278
1435,Two-spirit,Limited,1.6893968565798532,Rice,Sandy,5.710349327238739,7.926429748156597
1436,Genderqueer,Abundant,4.009340711911539,Rice,Clayey,8.95572216502568,3.1775761855683746
1437,Two-spirit,Abundant,4.646364911224506,Wheat,Loamy,5.965383557341662,9.864580896329954
1438,Non-binary,Limited,3.216504653433097,Maize,Loamy,6.546275441533912,9.12889455661421
1439,Female,Abundant,3.108589177196722,Maize,Clayey,9.168753639785896,5.758060988203898
1440,Genderqueer,Moderate,4.055852785302472,Maize,Loamy,7.4382457604482255,5.77135288259122
1441,Agender,Abundant,1.0203152519029088,Wheat,Clayey,7.26282712201839,9.111393685029721
1442,Genderqueer,Moderate,4.671034570540643,Wheat,Clayey,6.277456198836086,6.725303275953087
1443,Non-binary,Abundant,1.7897952683645268,Maize,Sandy,6.696897527731766,5.830195706764957
1444,Third gender,Limited,4.9364755353049485,Rice,Loamy,8.233348816149554,7.742336713128364
1445,Female,Limited,3.9450157918418487,Maize,Clayey,9.8130977496752,3.1158740374367704
1446,Agender,Abundant,4.097004590802684,Wheat,Sandy,8.157928186073692,8.905396777260396
1447,Non-binary,Limited,3.6248119214944263,Rice,Loamy,7.367831484642966,5.782737163672489
1448,Non-binary,Abundant,2.886652731140641,Rice,Sandy,2.2199039525036337,6.431493654745307
1449,Male,Limited,3.286510773444662,Wheat,Sandy,8.35372348697524,1.8094948412935103
1450,Female,Moderate,1.1856115440605026,Rice,Clayey,7.623949306588328,3.7855806288600844
1451,Genderqueer,Abundant,3.495838037728057,Maize,Loamy,7.933889758611105,4.840618030048851
1452,Transgender,Moderate,3.504392407948187,Wheat,Sandy,3.0798683041898074,4.725185710924175
1453,Third gender,Moderate,4.564803189607238,Wheat,Clayey,9.13099326886835,8.004559295606121
1454,Transgender,Abundant,3.0226254297208777,Wheat,Clayey,1.8755323151217596,3.5409015774100716
1455,Genderqueer,Moderate,1.308577496344244,Wheat,Sandy,3.282508501227519,2.638983361087594
1456,Genderqueer,Abundant,2.224783681928325,Rice,Sandy,6.967210944919615,6.243555263160278
1457,Female,Moderate,3.62251764845727,Wheat,Clayey,7.063430174479136,6.5351337253037425
1458,Genderqueer,Abundant,1.9570354510058556,Wheat,Sandy,3.8199210967074233,2.094249763776168
1459,Male,Abundant,2.1221112874216037,Rice,Sandy,7.3136779940063334,1.0222165268739638
1460,Agender,Limited,4.281876065443414,Wheat,Loamy,4.491374838893849,9.25884172019673
1461,Genderqueer,Abundant,3.337278927050836,Rice,Clayey,1.0015796427213097,1.7167329740200064
1462,Transgender,Abundant,3.03410972709429,Rice,Sandy,2.4634551905864517,9.080802387478002
1463,Genderqueer,Moderate,2.2738078672232174,Wheat,Clayey,8.94356447696357,4.5929338694777
1464,Male,Abundant,3.9237121437321334,Maize,Loamy,3.0042461055647696,6.8775031719556035
1465,Two-spirit,Limited,2.1508737379601173,Wheat,Clayey,2.0161930497298832,2.670532216357566
1466,Two-spirit,Moderate,3.948254070576701,Maize,Clayey,7.1398054533987505,8.415253250447403
1467,Non-binary,Moderate,1.280405921069768,Rice,Clayey,4.966357981687625,2.621740482098869
1468,Third gender,Limited,4.458165366328334,Maize,Loamy,8.169318427578798,4.47858233483416
1469,Gender neutral,Moderate,2.998265853503731,Wheat,Loamy,8.753004411092093,3.1422320153274375
1470,Agender,Moderate,2.75403206679588,Wheat,Clayey,8.613899896485083,8.537553619182432
1471,Pangender,Moderate,3.444093646167698,Maize,Clayey,3.8170829727720395,8.725022322839916
1472,Non-binary,Moderate,3.4967682915850817,Wheat,Loamy,5.5499134417134774,4.348260004332081
1473,Third gender,Limited,1.5281407075599822,Maize,Sandy,6.851275611822677,3.7664062390384627
1474,Two-spirit,Limited,4.0249343592648525,Rice,Loamy,3.8978477855571154,7.962088376756487
1475,Transgender,Moderate,2.1037131918002516,Maize,Clayey,1.3698938381771633,8.906607746301262
1476,Pangender,Moderate,4.619847520679656,Maize,Sandy,5.460979440672272,6.616179947026574
1477,Third gender,Limited,4.2714026536593295,Maize,Sandy,1.115365001190343,9.34663308156193
1478,Third gender,Limited,2.385064166138994,Maize,Sandy,9.555810622533524,4.447394315650753
1479,Non-binary,Limited,4.230957172802858,Rice,Loamy,8.170152814657238,2.3669776181562603
1480,Pangender,Moderate,2.4255619971996167,Rice,Loamy,2.7280879887123506,2.616786840853372
1481,Female,Moderate,1.4037907265441625,Rice,Loamy,3.5881457400273553,7.02848757067498
1482,Gender neutral,Abundant,4.847552954902832,Maize,Loamy,9.845546932174944,4.667737807707549
1483,Female,Limited,3.61040806086176,Rice,Clayey,4.36193698727174,2.4068313850763596
1484,Pangender,Moderate,2.8243981066503667,Wheat,Sandy,8.05350121690503,3.630041694132471
1485,Female,Limited,2.5910934061241586,Rice,Clayey,5.021339215773289,5.7754456482947365
1486,Male,Moderate,2.298821337033056,Maize,Loamy,8.77686331690549,2.093007402659228
1487,Two-spirit,Limited,4.925790381716517,Wheat,Loamy,7.333781573453581,1.0309824904996876
1488,Male,Moderate,1.5389890605236296,Maize,Clayey,1.2061905390204342,9.255682427460513
1489,Genderqueer,Abundant,2.2592202356822733,Wheat,Sandy,3.649508973453135,3.7437507170027713
1490,Female,Abundant,2.941990561130654,Maize,Sandy,6.021930834041072,2.9934833080868763
1491,Genderqueer,Limited,2.9119981802172457,Maize,Loamy,9.335566396627785,7.286327287553699
1492,Transgender,Moderate,2.885465937631374,Wheat,Loamy,1.9182690517734133,8.680624499627905
1493,Agender,Moderate,1.7031352633215273,Rice,Loamy,6.410462839399603,6.6905089060917176
1494,Transgender,Limited,1.5797301084380022,Wheat,Loamy,3.719590582713918,3.2903447868867843
1495,Pangender,Moderate,2.0190703453144803,Wheat,Sandy,9.003950038174963,8.754729610188779
1496,Third gender,Limited,4.658104615208224,Wheat,Clayey,7.886526486926619,5.593844765144974
1497,Two-spirit,Moderate,1.4522118713380405,Wheat,Sandy,4.327324498083568,4.430717226642222
1498,Female,Limited,4.029700413493299,Wheat,Clayey,2.5039284751775233,6.442535076696766
1499,Non-binary,Moderate,4.030193572533485,Maize,Loamy,1.1034817515756798,7.305510012744848
1500,Agender,Limited,4.239081615589049,Maize,Loamy,6.590210056047539,6.34446886703628
1501,Gender neutral,Moderate,4.546461955957422,Rice,Clayey,4.655114268681194,9.282209011505254
1502,Gender neutral,Abundant,2.052144710155721,Rice,Loamy,3.832808435746922,6.652160253991483
1503,Gender neutral,Moderate,1.8982378770755854,Wheat,Sandy,9.86952062473152,8.907226413630188
1504,Female,Limited,2.862022666109919,Rice,Loamy,5.195279220042837,6.282625916384861
1505,Gender neutral,Abundant,2.0603566750081446,Rice,Loamy,7.748553552808818,3.967116163571124
1506,Male,Moderate,3.93723995593243,Wheat,Loamy,2.596711755261126,5.790671357348758
1507,Agender,Abundant,3.5437583069657346,Maize,Loamy,1.1210973196763239,1.7770302068644233
1508,Male,Moderate,4.499950752210606,Maize,Sandy,4.758063575032144,3.0715717050621487
1509,Third gender,Abundant,1.3309532139482863,Rice,Clayey,6.990983514483956,7.896084959833451
1510,Agender,Limited,4.660333333432299,Maize,Loamy,5.559388265651135,6.9532804961598345
1511,Male,Moderate,2.173394506680358,Maize,Loamy,9.014196318619518,2.4986683948047523
1512,Agender,Moderate,2.962777383707936,Rice,Sandy,4.905814160684483,4.9421365863227305
1513,Third gender,Limited,2.7544457437585748,Wheat,Sandy,3.799025318377821,2.277929853372248
1514,Genderqueer,Abundant,4.041246604417696,Rice,Sandy,9.244438085868792,8.702360707365767
1515,Female,Limited,2.68133323772737,Rice,Loamy,4.661220507709428,1.9825273157885999
1516,Female,Limited,4.774212582597638,Rice,Clayey,3.4268307547565047,6.888114970843011
1517,Gender neutral,Abundant,4.610135530554302,Wheat,Sandy,1.8789496912907238,6.463000008803522
1518,Transgender,Limited,4.488644607878026,Wheat,Sandy,8.139787958942389,5.254989810821648
1519,Gender neutral,Moderate,1.2850333305929116,Wheat,Sandy,8.425823147180587,3.504111603977276
1520,Pangender,Moderate,4.417032246215758,Wheat,Clayey,1.299680052086548,4.635608499937264
1521,Male,Moderate,4.126541781772842,Rice,Loamy,4.227810385613723,8.257521704149422
1522,Agender,Limited,1.414051788024524,Maize,Loamy,7.748888091381637,7.853957339914922
1523,Transgender,Moderate,1.4296573017448875,Rice,Loamy,9.517436627392485,7.649282036450228
1524,Third gender,Moderate,1.4046552460701647,Wheat,Sandy,4.400364554604145,7.74841225924952
1525,Pangender,Moderate,1.0453303728179502,Maize,Loamy,8.84848088241544,2.294977369198052
1526,Third gender,Moderate,3.1945372207783342,Rice,Sandy,4.543483658789755,1.8918680532618848
1527,Female,Moderate,4.893577165744173,Maize,Clayey,2.6154516451838328,8.7534876056862
1528,Female,Moderate,2.754738811599174,Wheat,Clayey,1.0310152939918273,8.534571133099995
1529,Gender neutral,Limited,3.1630300075494255,Maize,Loamy,3.971629208375918,7.1318647364172705
1530,Male,Moderate,4.871879187079822,Maize,Sandy,4.406275456546344,6.453151707839844
1531,Transgender,Moderate,2.0207289150969228,Wheat,Sandy,9.506057759986025,4.301845358341495
1532,Two-spirit,Abundant,4.433881010393051,Maize,Loamy,2.854632271785605,3.016743324202029
1533,Pangender,Limited,3.1855618688469445,Rice,Clayey,4.4400763721575425,7.008907939568528
1534,Pangender,Limited,3.277906058652043,Maize,Clayey,1.2263871684080185,9.217311742742291
1535,Gender neutral,Limited,2.372695428829134,Rice,Clayey,7.871857615822478,4.93296918164335
1536,Female,Limited,3.2463374438676325,Maize,Clayey,9.23627112629488,3.728912232006132
1537,Gender neutral,Moderate,1.2925700379131357,Maize,Clayey,3.140385825488427,3.43667632140542
1538,Agender,Moderate,4.058574290456448,Wheat,Loamy,4.860955995761481,1.2133471860977376
1539,Transgender,Abundant,2.1387510461770867,Wheat,Loamy,2.0990135922939457,5.682850499746589
1540,Male,Abundant,4.55043331797582,Rice,Loamy,5.111518872816017,9.894124268693483
1541,Genderqueer,Limited,2.471402778429834,Wheat,Clayey,2.2000821727968587,8.337139445253902
1542,Non-binary,Abundant,1.5712964419475304,Wheat,Clayey,5.710136449772369,9.077272463487324
1543,Non-binary,Abundant,3.78352629747394,Wheat,Loamy,7.611598363890098,6.5904768664795546
1544,Gender neutral,Limited,1.6583125788540114,Wheat,Loamy,5.980084973327513,5.333017694344758
1545,Agender,Limited,4.014722062171962,Wheat,Clayey,3.2069762054863835,9.914113066633762
1546,Transgender,Abundant,4.872448945624466,Rice,Sandy,4.184163869220146,5.024458995749622
1547,Two-spirit,Moderate,4.118211475181047,Rice,Loamy,6.747154639350692,9.251475181421021
1548,Non-binary,Abundant,1.0897969937252987,Wheat,Clayey,6.3077987601039265,7.856603279053615
1549,Transgender,Abundant,3.399543152211099,Wheat,Clayey,2.2309730930920013,3.978805827142474
1550,Male,Moderate,3.7816426838788972,Rice,Loamy,8.604545262094923,5.527559649276865
1551,Third gender,Moderate,4.301833303185141,Maize,Sandy,5.276700210223138,4.458962995873312
1552,Agender,Limited,1.2240092357560006,Rice,Clayey,2.461323020737537,2.226009467493684
1553,Female,Limited,2.9204313118091454,Maize,Loamy,2.105438883172563,4.210899234059736
1554,Transgender,Abundant,3.1414834905535773,Wheat,Clayey,9.689965971806172,9.00075595852085
1555,Male,Moderate,1.6764994505767121,Wheat,Clayey,3.533816000561914,7.773721168141612
1556,Two-spirit,Limited,2.2897992388425985,Rice,Clayey,9.177342291247383,3.4982296687149583
1557,Genderqueer,Abundant,2.7608869050246607,Wheat,Clayey,4.69526768892045,4.311219817877845
1558,Female,Moderate,4.332838751831206,Maize,Sandy,4.473292874078712,6.547905307058696
1559,Genderqueer,Abundant,4.717630264280828,Maize,Loamy,7.308360726844888,4.745258335076387
1560,Two-spirit,Limited,3.5136913156706915,Rice,Loamy,1.088949589979153,5.527397047281067
1561,Male,Limited,2.5797807440858485,Maize,Loamy,4.042805694673515,7.283515699863841
1562,Non-binary,Moderate,2.016124071195944,Rice,Loamy,3.72381140972628,5.205257633296187
1563,Genderqueer,Abundant,4.928540737744601,Rice,Loamy,8.812882848556416,2.718728107004762
1564,Female,Moderate,4.932079992305434,Maize,Sandy,5.762111851187049,5.685165435833463
1565,Gender neutral,Limited,4.699907792940139,Maize,Clayey,4.281131415018267,4.2050640719538315
1566,Pangender,Limited,4.142676599511277,Maize,Clayey,3.3947137926974627,3.6166080561276037
