incident_id,incident_type,affected_systems,description,timestamp
d3d4f910-a70a-4473-bebb-b638945b2950,Data Breach,Network Appliances,Base program grow must. Long effect learn lawyer cause south. Street center develop arm spend mouth structure dark. Fund human choice experience cover.,2022-09-08 15:00:25
d5ebc802-ca30-4017-89ed-ae7b9004f194,Phishing Incident,Li Workstations,Word federal mind city generation speak I.,2023-08-26 15:37:47
11365eca-f49d-4737-8e75-00f992349cfd,Phishing Incident,Network Appliances,Start business water town anyone and. Case main even style. Similar force increase safe oil game.,2023-04-20 04:51:03
9e5d0f17-d208-4433-ae19-94f4fab28aee,Ransomware Attack,Li Workstations,Really why speak time especially. Note use science lead. Account first hear tend for enjoy.,2020-01-04 06:24:35
33fb7664-295c-45d5-8c84-56f530beb59a,Ransomware Attack,Li Workstations,Girl nearly budget remember mother if. Should benefit their across should fall camera.,2021-11-17 07:42:19
e1e35ee3-cc60-472b-ae28-ce57f7a37ef7,Ransomware Attack,Network Appliances,Good loss tax ten. Bit probably local door.,2022-06-25 16:45:16
02d27b4a-d9ae-49c4-b92f-6bb3b17886c8,Ransomware Attack,Wi Servers,Teach although change hold task light ok. Notice either film those.,2020-10-06 04:53:25
e7407c0f-2e59-4f7a-ad5d-d051e774aa56,Phishing Incident,Li Workstations,Player manager bill whether. Show design stop specific city sit. Woman under issue dinner doctor stand.,2020-12-01 09:26:49
7dd55bef-4a9b-4146-a98f-fb4a84c60e6f,Ransomware Attack,Li Workstations,Day city nothing. Parent real thank quickly this item wait.,2020-02-04 10:30:37
44085fb1-74b0-4fc3-a205-995ea95cf04f,Data Breach,Wi Servers,Husband manager low enough place. Environmental nearly tend like south work.,2022-05-22 10:24:18
75e377d6-e6fa-41bf-9ba2-459725b31fe4,Ransomware Attack,Li Workstations,Amount general lawyer now serious ask child. Certainly plant drug effort industry structure. Data yeah chair tough threat.,2022-06-16 20:20:18
cf1093bc-dac6-4597-ac74-3d6d133ddc4e,Ransomware Attack,Li Workstations,Hot task I necessary bad rich themselves. Fast represent sing best else for. Scientist government example hotel heart thus near.,2022-10-16 01:40:00
cbcc78ad-155a-4d45-91a2-7b26e2e06088,Ransomware Attack,Li Workstations,Side every culture remain interesting. Assume town environment level.,2021-10-15 17:27:16
6161c430-a2a2-4987-a88e-a42e118bf2e2,Ransomware Attack,Wi Servers,Just practice research same number office dog. Door local color husband design truth. Grow parent PM.,2021-12-13 06:24:06
702eb06e-0646-46d9-beae-d4f42ce29f80,Phishing Incident,Network Appliances,Various may compare give make. Start time try central bit.,2022-05-09 06:31:16
83dabee9-026a-4801-91f1-d4237fdfe08b,Ransomware Attack,Network Appliances,Check medical side. Between surface month model any. Study unit through growth head citizen keep society.,2020-12-29 03:23:20
05a78e5b-4454-41a7-9d45-4a5f92921220,Phishing Incident,Li Workstations,Responsibility think matter according whole audience. Half weight clear or shake. Away baby threat memory poor news stay.,2021-11-29 15:43:32
6ff42a9e-fb0a-498c-894e-bd20b7f82943,Data Breach,Li Workstations,Total medical last process though use six. Indicate night long unit else. Off leave direction.,2023-05-08 11:34:02
a33eaa5a-58da-42db-aa00-53238a5e6aa6,Ransomware Attack,Wi Servers,As bad board everything future will war. Save store product just compare summer. President member discover customer share dream ahead.,2022-01-12 14:02:25
1e8eef4c-1bfd-4f8c-a080-c22da3f4aac2,Phishing Incident,Li Workstations,Imagine health feel few goal night gas first. Ability surface Democrat movie.,2022-06-30 00:52:26
958384c5-3793-4fb6-8bf8-46e137406ad5,Phishing Incident,Li Workstations,Work PM conference our majority even last heart. Often present accept.,2022-10-10 20:44:49
269d8c78-b39d-42fa-ac37-f16323c27123,Phishing Incident,Li Workstations,Before key production easy. Two agent much memory provide important pass miss.,2023-07-26 08:58:59
6ed09788-b733-417c-997f-d348ff2360e2,Ransomware Attack,Network Appliances,Return daughter matter project. Space game vote morning heart.,2023-04-30 12:32:39
ad504373-bfd5-4218-ab23-0b0c16efa091,Ransomware Attack,Network Appliances,Budget above responsibility edge you box clearly. Across well seek collection own since she. It half add message.,2021-06-19 18:44:31
87422928-a4f1-47b7-bf68-53affa3035eb,Phishing Incident,Wi Servers,Personal product well look identify yes. Now fund appear mention foreign hair.,2021-02-10 00:44:39
a803921f-7f05-4889-b52c-4c974dbc4e89,Phishing Incident,Wi Servers,Already member he us spend stay program. True final work response. Admit they political face stock almost turn.,2020-09-09 14:53:14
05bf3ac4-92aa-41ad-904f-0798f68dd0f5,Ransomware Attack,Wi Servers,Point reality usually only agency success represent rule. Small alone start bring. Author sing man practice.,2021-06-06 17:28:41
445bd503-7507-456b-ab3a-17a0b5fc464e,Data Breach,Wi Servers,Agreement red or common item manage like. Perform smile news night.,2023-07-07 10:38:44
9cdcf715-a5fb-4cbc-b38a-cc31d9a843f8,Phishing Incident,Network Appliances,Couple position sport popular. Quality social hard a thousand draw discover. Health why movement crime.,2023-05-03 22:16:01
6dae30ad-3161-4b3c-83bf-a2f1678fb865,Phishing Incident,Li Workstations,Door reason local tax. Worker total miss material do when food. Amount field different when south.,2023-01-08 00:17:43
d6dbfbf0-9731-4952-8c1c-60651fe14fa5,Phishing Incident,Wi Servers,Month necessary arrive institution assume. Price woman know away.,2022-12-29 12:50:12
94c20ac5-90c2-4cb9-abb6-606252e329bd,Data Breach,Network Appliances,Yes bit thought perhaps share. Family spend air scene sit. Part certain same him each.,2020-10-20 06:38:01
ef4af557-4996-494d-aa1e-5e86876a9f95,Ransomware Attack,Network Appliances,Chair team serious green. Shake pressure student size southern process network. Candidate anything station past recently sense.,2021-07-08 18:21:13
8ca791a6-80ad-4f00-8347-c2a5189eaad2,Phishing Incident,Network Appliances,White perhaps behavior. Join charge water trade.,2020-12-29 01:44:07
c6ffa69b-6da2-46be-9e12-3cf720874205,Phishing Incident,Network Appliances,Size mouth industry laugh wide. Effect account view guess. Before ground tax measure.,2021-07-11 20:57:49
aa7445f5-a8da-4b3b-8979-f7caf1de1aef,Ransomware Attack,Network Appliances,Situation power catch. Yeah type thought program popular. Real much result tax night college coach.,2022-10-31 07:09:05
6f5d82e8-0020-4888-a242-23e2458f0ac8,Data Breach,Network Appliances,Officer message decide people. Dog more join check culture. Scene voice give.,2022-09-03 11:01:51
3de706a3-0b69-4eaf-9ee6-01a6a6e44bdf,Data Breach,Li Workstations,Like middle interview majority. Magazine personal oil help.,2023-01-20 15:44:07
46cdc341-fc34-4f1b-aedf-8195b3e4e04f,Data Breach,Li Workstations,Off along television. Physical too religious down.,2022-04-14 01:16:22
f99d9578-0fb6-4665-bee4-72dbf29f0723,Ransomware Attack,Li Workstations,Lead involve ability pick bag. Beyond director light agent smile you. Out better when left.,2023-03-25 21:26:16
2059a5c8-d591-4764-8994-561a26fc0bcb,Ransomware Attack,Wi Servers,Her time side society fly. Truth guess reality it total.,2023-10-01 18:55:45
bfdea30c-c79e-4ebb-9dff-0bef3366eb53,Ransomware Attack,Li Workstations,Section understand both source beat believe. Apply avoid ahead else letter personal them maintain. Toward help people who grow cell number blue.,2022-10-17 22:19:22
31502ac5-ca5a-4c39-8fab-9c5c23490b3e,Phishing Incident,Wi Servers,Task throughout high surface.,2020-03-06 22:43:51
af7a4147-a193-4a0a-8041-fce39657c21e,Data Breach,Li Workstations,Church expert team color. Less involve consumer day knowledge true.,2022-01-08 06:41:25
5fa103a1-2232-4cfa-a971-4fe2ec31c34f,Ransomware Attack,Wi Servers,Thank old rest watch poor college here company. Product start fall green.,2021-07-14 23:04:43
5e1bb7c1-c6e9-49a7-ac76-85674660590e,Ransomware Attack,Li Workstations,Across born recently picture. First onto write seven where unit. During put me she play include song past.,2021-07-13 18:58:50
0c323887-2f7d-4ca7-8c07-788eb7c62762,Data Breach,Network Appliances,Discussion value experience subject pick message ever. Maybe meet decision thus difficult place wait.,2021-05-20 01:12:34
24045456-936b-42a7-8888-f5a86c119c34,Data Breach,Network Appliances,Business teacher available hear. Individual yet fall mean. Follow too her future alone price.,2022-02-11 07:59:59
870eb127-d623-4af3-8749-503847c5b3f4,Phishing Incident,Network Appliances,About film partner line. Market until build four happy. Worry should always marriage position begin majority.,2020-04-16 15:28:54
fe9f6728-4a91-4413-93d7-2cd37bdc7b74,Phishing Incident,Wi Servers,True film surface white certain soldier message. Ability draw free serve offer four worry similar.,2022-08-01 07:44:17
81ad0c6a-5f71-401a-84e2-e7adbf4c6037,Phishing Incident,Wi Servers,Student those its time issue.,2021-10-31 22:44:04
2baa873b-529b-4365-98d7-09fb99c87bd6,Phishing Incident,Wi Servers,Position single top lot public teacher. Set notice sell you executive idea author.,2021-08-17 16:29:27
5bea5383-ddba-4b61-9c59-70b252e9d39c,Data Breach,Network Appliances,Third growth hot reality right because. Public sign soldier TV suddenly answer billion. Down very interest difficult mean.,2023-01-18 10:28:54
a16237ef-c856-4b71-9a35-08c9dafefd86,Ransomware Attack,Network Appliances,Example enough cup source number benefit remain. Career next experience ball want red. You senior develop discuss exactly far total interview.,2022-11-15 22:42:56
c3ff6959-9cc7-4c27-9833-73e0663b3e0e,Data Breach,Wi Servers,Some prepare year. Degree service discussion unit consider.,2020-07-20 08:07:07
cdd6d0ec-4cbb-4427-a493-35b8d8d4dcd7,Ransomware Attack,Li Workstations,Check market page someone consumer else couple work.,2021-10-23 22:59:06
c062ff93-eb0c-49e0-a0e3-84a6836e531a,Phishing Incident,Network Appliances,Anyone appear life story might energy. Eat produce teacher. Program ground sea.,2022-04-05 22:30:51
c5043fc4-8abb-460f-a09f-cd6975add816,Ransomware Attack,Li Workstations,Study cell easy. Yes theory part thus agent.,2021-12-23 12:14:30
276374e9-f8a0-4f77-89c7-64bd709fc779,Ransomware Attack,Li Workstations,Be me why. Seven direction write win benefit item care. Be modern care evidence record degree ever.,2022-10-10 14:56:48
cd367d23-03e6-49b1-98aa-26fafa0318da,Ransomware Attack,Network Appliances,Agent shoulder form better again despite how. Media community actually degree seat tree. Tax personal film item. Energy gas her young American television.,2021-10-24 02:03:38
34a193d8-e04f-4755-af9a-60cc639d25c8,Ransomware Attack,Network Appliances,Mr free from east decide threat serve.,2020-02-06 14:31:49
c7371367-15e3-4ae5-a9bc-8c6e0a9a374b,Ransomware Attack,Li Workstations,Choose where room note meet. Company indicate society writer front recognize experience owner. Site hundred now impact green.,2023-05-31 17:41:59
b4108161-373a-4edf-9969-7fb7afb08e34,Data Breach,Wi Servers,Least probably billion daughter free. Because court among leave community both. Production street final easy street.,2023-11-11 00:03:53
4f6c56dd-cd3f-47c1-88ad-614290e56d5e,Data Breach,Wi Servers,Mention maybe bad room. Professor spend daughter boy describe. Tree get low position list if.,2022-01-28 00:39:57
86d9c7a4-9076-40e9-9b55-bf5f9239e004,Ransomware Attack,Li Workstations,Idea natural attorney example position poor. Science next rule candidate scientist memory south.,2023-11-08 15:10:23
fc4e25be-1b1f-4048-83cc-16845c3b65a8,Phishing Incident,Network Appliances,Area whether wrong down among. Down build none surface church quality. Man his financial.,2021-09-18 12:06:58
eb2bc22a-a474-4c92-9f56-99adcc5a96c6,Phishing Incident,Network Appliances,Pattern suffer road rich statement. Trade window value have believe pass. Already enter create. Heavy ground behind resource treatment moment may.,2020-11-19 00:24:54
31b9fc0f-fdd1-4377-997a-035f3a6dfc8e,Ransomware Attack,Network Appliances,Century service cost development attorney. Event other safe message big media specific.,2021-09-30 13:55:16
37ace361-a89e-4bc1-bab2-9ff64fe61910,Data Breach,Li Workstations,Audience environment door product heart. Cold pretty able green home.,2020-06-06 05:08:32
5d5bf9f0-d829-46ed-83e5-7aa8557ebef9,Ransomware Attack,Network Appliances,Yes rise anything black member. Already election nation pick wait bed mean.,2020-02-03 08:37:31
e5b788bd-7dfc-4630-bda3-6d63aa2febfe,Data Breach,Wi Servers,Ability western particularly mean phone hard experience receive. Break customer hour treatment. Pass keep available human.,2020-06-27 15:16:59
a22317bc-28bd-4510-b424-5aa926bcbb2d,Data Breach,Network Appliances,Read full blood push large enter so.,2020-07-09 06:54:46
320643f0-e559-4ecc-a239-b045b3499763,Data Breach,Network Appliances,Leave enjoy green response board animal. Require director believe account. Theory movement chance light plan child perform.,2020-07-19 09:32:28
8b6ef977-7b40-4a49-8767-4d4ed933f6c7,Data Breach,Li Workstations,Alone statement significant clearly stock Congress wife. Open claim herself provide performance.,2023-09-27 05:11:46
284f242b-ac75-43cb-bf35-3d543fa09457,Data Breach,Li Workstations,Debate decade fact perhaps. Rule explain great.,2022-03-02 17:46:44
1b75830e-5086-49e2-aee9-fc7521361038,Phishing Incident,Li Workstations,Series much old office center. So himself plant teach model outside. Budget clear himself key property these.,2023-09-15 16:55:51
50175c59-145b-469e-b86a-2ed3e0ff28ad,Phishing Incident,Li Workstations,Take charge view environment four. Answer its there college them result begin. Effect current want election create.,2022-12-31 22:55:45
def5dccf-8c30-4225-90a4-5fcc4e03b1dd,Phishing Incident,Network Appliances,Sport recently drive child yes. Yet industry computer enjoy heavy economy. Walk fire blue century.,2022-12-13 13:59:00
6fcca5b3-8109-48e7-bc58-ef0654e0ce05,Ransomware Attack,Network Appliances,Determine common customer picture task picture. Stop office treatment hard trial cover professional. Individual everything conference clear security adult next.,2023-03-11 14:35:29
c81a2e24-d252-414b-a71a-2a5d37a143c9,Ransomware Attack,Network Appliances,Floor society response form player itself. Reflect yes word partner.,2020-08-21 02:35:33
6aefebb1-1123-4d47-9cd1-a58681f8613a,Data Breach,Li Workstations,Trade owner civil field ball able. Speech information understand receive send think use. Month series police economic author.,2022-07-03 16:28:14
f19d2879-abd7-4ad4-beb5-40b4c1589da6,Ransomware Attack,Wi Servers,Turn focus quality a social large street. Law country change own brother see.,2021-12-28 23:44:58
83006041-f594-4a16-bc49-4e0a431265bf,Ransomware Attack,Network Appliances,Bad model interesting be catch most. Design industry state use television level democratic.,2022-09-25 00:16:02
