,Transportation_Method,Storage_Facility_Type,Distribution_Network_Type,Food_Waste_Metrics,Crop_Type,Soil_Texture,Soil_Health_Index,Supply_Chain_Sustainability_Index
1369,Rail,Dry Storage,Local,1.8567050109583474,Maize,Silty clay loam,75.6579562441481,1.7501439422876686
1370,Rail,Cold Storage,Global,1.2402926734199298,Wheat,Sandy clay,65.49304758556968,4.938087926324284
1371,Truck,Dry Storage,Global,2.3020133525045416,Beans,Sandy clay loam,40.497974162444805,3.119051310642488
1372,Rail,Dry Storage,Global,1.574750500736851,Maize,Loamy sand,53.07864206935362,9.858351649742062
1373,Truck,Dry Storage,Global,3.839732293736985,Maize,Sand,39.58410547338234,5.8806112511023025
1374,Ship,Dry Storage,Global,3.1349016546857777,Beans,Sand,80.74391999966403,6.961741714730427
1375,Rail,Cold Storage,Local,1.5753378839612435, Millet,Sandy clay loam,41.21601432154035,3.50938122622027
1376,Rail,Dry Storage,Local,1.0369663536220575, Millet,Silt loam,79.14794851201799,3.896172177288479
1377,Truck,Cold Storage,Global,4.232628196096851,Maize,Loam,78.45787727171333,4.019157227270403
1378,Rail,Dry Storage,Regional,1.7047776246569901, Millet,Silt loam,62.15131352939022,7.288621346352706
1379,Rail,Dry Storage,Global,3.424866568883064, Millet,Sandy clay,39.46600578826366,5.263355869203776
1380,Ship,Dry Storage,Global,2.3476876523069823, Millet,Sandy clay,52.03605782938257,5.65915287277067
1381,Rail,Cold Storage,Global,3.3419437532601424,Wheat,Silt,52.4065176352886,6.3280268394341075
1382,Ship,Dry Storage,Regional,2.262614507929296,Rice,Clayey,79.02695932003054,7.919304906143953
1383,Truck,Dry Storage,Regional,1.3477582427690167,Maize,Sandy clay,37.9620113589607,1.8133277366123033
1384,Rail,Dry Storage,Regional,1.8918000342310144,Maize,Silt,88.03480523512636,7.9918652099693945
1385,Ship,Cold Storage,Local,1.7522342659163024,Wheat,Sand,83.27051031301397,6.0691156198766185
1386,Truck,Cold Storage,Regional,2.7120774097585754,Rice,Loamy sand,43.04148427219917,7.0218590036973145
1387,Rail,Cold Storage,Local,3.6331351337046294,Rice,Sandy loam,80.34150672452226,3.947965883566858
1388,Truck,Dry Storage,Local,2.05522429978543,Wheat,Loam,76.79592270274753,4.684481531348043
1389,Rail,Cold Storage,Regional,1.0482797412024718,Beans,Silt,82.36845600776485,3.080492376885282
1390,Truck,Dry Storage,Regional,3.0757494570590276,Beans,Clayey,43.22499888140861,9.813699976756647
1391,Truck,Cold Storage,Regional,3.4230379574358882,Rice,Clayey,41.0313225509528,5.47302675259285
1392,Ship,Cold Storage,Local,4.851481976007239,Beans,Silty clay,46.553879014592795,9.96469224216938
1393,Truck,Dry Storage,Global,3.3578832123729874,Beans,Silty clay loam,55.6110192204283,5.408073802551397
1394,Rail,Cold Storage,Regional,2.8846902375125674,Beans,Clayey,85.55654867250608,2.977761379456606
1395,Rail,Dry Storage,Regional,3.2936065035908153,Rice,Loamy sand,81.6546756235195,5.56707157063171
1396,Ship,Dry Storage,Regional,4.711602519448109,Beans,Clay loam,94.78161145949731,1.3563601461917
1397,Rail,Cold Storage,Local,4.3135125824065845,Maize,Silty clay loam,34.10406913690308,9.142928212797562
1398,Rail,Dry Storage,Local,2.291914933455232,Rice,Loamy sand,30.80893967099299,8.36695226074997
1399,Rail,Dry Storage,Global,1.949017454628549,Wheat,Silty clay loam,78.93971807905594,7.532384686248562
1400,Truck,Cold Storage,Regional,2.0505344494642945,Beans,Sandy clay loam,49.5501247055916,6.48844043898214
1401,Truck,Cold Storage,Local,3.017684158860852, Millet,Silty clay loam,53.38552268736723,6.218508103033268
1402,Rail,Dry Storage,Global,3.976197804914311,Rice,Silt,68.27614181401586,9.970553926715166
1403,Ship,Cold Storage,Regional,3.0128768287318484,Wheat,Loamy sand,37.16891861887589,3.5019769061794412
1404,Truck,Dry Storage,Local,1.2711855833124504,Maize,Clay loam,74.98860915836349,8.017159288290202
1405,Ship,Dry Storage,Regional,3.8943228017599236,Wheat,Sandy clay,52.760321236180516,6.232642931922917
1406,Rail,Cold Storage,Regional,4.223880514683815,Beans,Silty clay loam,74.29005870106941,9.782924893829968
1407,Rail,Cold Storage,Local,2.1579914604788786, Millet,Clayey,88.380483915137,8.450228649684272
1408,Truck,Cold Storage,Local,3.6565029571334016,Beans,Clay loam,41.97779333362008,9.986726016906335
1409,Rail,Cold Storage,Local,2.7063676042175735,Wheat,Loamy sand,95.16111650401642,6.2949249501620175
1410,Truck,Dry Storage,Regional,4.556477422909771,Rice,Clay loam,67.14816987437106,2.8408956179044154
1411,Rail,Dry Storage,Regional,4.38090223264296, Millet,Sandy loam,94.60494356217778,5.533183321252604
1412,Rail,Cold Storage,Global,3.101727993238569, Millet,Sandy loam,44.54110575412447,7.4000002064551715
1413,Truck,Cold Storage,Regional,3.766022183254378,Wheat,Silty clay loam,72.31938652229664,7.9692434756342925
1414,Truck,Dry Storage,Local,4.5333988040884154,Beans,Silty clay loam,58.27209821265233,1.004589901143492
1415,Truck,Dry Storage,Regional,2.982868040313102,Wheat,Silty clay loam,84.19555338092093,5.545243796520646
1416,Rail,Dry Storage,Global,2.253002961955288, Millet,Loam,72.41362602493075,3.1171112197358193
1417,Rail,Dry Storage,Global,4.014664551638325,Wheat,Clayey,64.61608198708228,8.874206499293095
1418,Ship,Cold Storage,Local,1.880265019138767, Millet,Sandy clay loam,93.90897845017061,2.376148996452057
1419,Truck,Dry Storage,Local,2.554124592024168,Beans,Clay loam,56.398194492017616,6.998106246173501
1420,Rail,Dry Storage,Global,4.462908948427175,Rice,Silt loam,45.398614342872705,3.3945597129243237
1421,Rail,Cold Storage,Global,3.8976893610772603,Rice,Sand,72.56708307964641,4.2088792889284505
1422,Truck,Dry Storage,Global,2.615244020989997,Wheat,Silty clay loam,73.68199060209696,9.465033346811603
1423,Ship,Dry Storage,Local,1.8589780096334296, Millet,Silt,60.73662351003128,3.164033128672715
1424,Truck,Cold Storage,Global,2.423873563328946,Rice,Sandy loam,64.06270305825677,1.8550248564063758
1425,Ship,Cold Storage,Global,2.136416596909732, Millet,Sandy loam,97.168739000993,1.6235641129980325
1426,Rail,Cold Storage,Local,1.7043571517754157,Beans,Sandy clay,81.2879983977761,5.541535990895159
1427,Ship,Dry Storage,Regional,3.9733316542626267,Wheat,Sand,37.74212260378039,6.775403340558592
1428,Rail,Dry Storage,Regional,2.008279547400686, Millet,Clay loam,44.84910496094277,3.945642792137985
1429,Truck,Cold Storage,Global,2.8166698806710553,Wheat,Loamy sand,98.29036441048913,7.212337676137727
1430,Truck,Cold Storage,Regional,2.5434377873444363, Millet,Clayey,80.85258876554718,1.5493034671591404
1431,Truck,Dry Storage,Regional,4.928309514542523, Millet,Sand,94.05315883012572,8.716011804305891
1432,Ship,Cold Storage,Regional,2.564368976592882,Beans,Sandy clay loam,51.27030247921054,8.34910488765314
1433,Rail,Cold Storage,Regional,1.3199299311870192,Wheat,Silty clay,81.93068020606145,9.86946644252877
1434,Truck,Cold Storage,Global,1.359303010288336,Maize,Silty clay loam,79.9801895966458,9.428544828116609
1435,Truck,Dry Storage,Regional,3.3630148854122592, Millet,Silt,50.628298980756256,4.205774475270353
1436,Rail,Dry Storage,Regional,3.3974542069530624, Millet,Clay loam,68.55714278154937,4.593478456140194
1437,Truck,Dry Storage,Local,2.67503596193062,Rice,Clay loam,73.91905778892067,7.713683627304336
1438,Rail,Dry Storage,Global,2.7273747692481187,Wheat,Silty clay loam,63.67922675792255,2.206744947594849
1439,Rail,Dry Storage,Local,1.2157303313634849,Maize,Sandy clay loam,87.90250946606089,3.8261323922035135
1440,Rail,Dry Storage,Local,3.066186041557049,Beans,Silty clay loam,88.30083292585925,2.0668684327808347
1441,Rail,Cold Storage,Global,3.0189579015214068,Maize,Silty clay loam,89.54203838110897,5.0939780416554825
1442,Rail,Dry Storage,Regional,1.5981972742277781,Beans,Clayey,86.2396498368714,5.968038518967859
1443,Ship,Dry Storage,Local,1.4153575444437103,Maize,Silty clay,64.16584340380012,2.9004442296647714
1444,Truck,Cold Storage,Global,1.494289962397962,Maize,Sand,56.7006808704305,1.239685182226945
1445,Ship,Dry Storage,Regional,1.404112985965034,Wheat,Silt,88.19633986000593,7.474202485754708
1446,Truck,Dry Storage,Global,3.4388327821470392,Rice,Clayey,64.31410209893868,1.1800464798355166
1447,Ship,Cold Storage,Local,1.7859306096116745,Maize,Clay loam,47.24599790395873,9.760623480355205
1448,Rail,Cold Storage,Regional,2.005720608749854, Millet,Sandy clay,65.51404726255514,2.994465310681559
1449,Truck,Cold Storage,Regional,1.694288576605759, Millet,Silty clay loam,39.92948753434695,6.97510082904662
1450,Truck,Dry Storage,Global,4.831341217794012, Millet,Loam,78.41406434191592,4.9127655361599025
1451,Ship,Cold Storage,Regional,4.418469852607341,Rice,Loamy sand,53.51448971367344,1.5370647430339648
1452,Ship,Dry Storage,Local,1.9219793494060835,Maize,Silty clay,48.24611589132181,5.249652459710207
1453,Truck,Dry Storage,Local,2.310265175688504,Beans,Silty clay loam,96.95561223643215,5.650845708671197
1454,Ship,Dry Storage,Local,1.8395713692199887,Beans,Silty clay loam,84.38166970308154,8.692148872835816
1455,Ship,Dry Storage,Global,2.967503837843295,Wheat,Clayey,85.09486519067522,7.591141626831082
1456,Ship,Cold Storage,Regional,1.0784421298970144,Rice,Clay loam,73.66053784954283,1.7137222727804773
1457,Rail,Cold Storage,Regional,3.685472035587183,Maize,Sandy loam,88.74209673572079,2.8824641508903857
1458,Rail,Dry Storage,Regional,3.0926325992705666, Millet,Silt loam,83.14137368143669,3.8069891579345296
1459,Ship,Cold Storage,Local,4.594555713204413,Rice,Loamy sand,71.91415928935317,2.047669178183375
1460,Ship,Dry Storage,Regional,1.6575707373136566,Rice,Sandy loam,97.27870812962021,5.112091638230415
1461,Rail,Dry Storage,Local,4.216436984244527,Maize,Sand,43.41164647790961,9.85878271776282
1462,Rail,Dry Storage,Regional,4.167844057866863,Wheat,Loam,96.03658032963257,5.631515121139854
1463,Truck,Cold Storage,Local,1.5087247568675477,Wheat,Silt loam,58.100671339920545,7.676939514908524
1464,Truck,Dry Storage,Regional,2.5942368965765104,Wheat,Clayey,66.98792883810407,7.146440179294116
1465,Rail,Dry Storage,Global,1.6806105645780676, Millet,Loamy sand,38.59175236810162,8.649202915829242
1466,Ship,Cold Storage,Global,2.0188820018301956, Millet,Sandy loam,67.80752072452536,2.9415114141904852
1467,Ship,Cold Storage,Local,2.0529846993221774,Maize,Clayey,72.78447263007354,7.784436355237254
1468,Ship,Cold Storage,Local,3.224945576103091,Wheat,Silt,99.83910792659668,8.932197162751745
1469,Ship,Cold Storage,Regional,2.645643727041862,Maize,Silt,98.26346877500686,2.5435884068221846
1470,Truck,Dry Storage,Regional,4.790931216025221,Wheat,Sandy clay loam,97.64781043120011,4.121219978092034
1471,Rail,Cold Storage,Global,1.5054805677880205,Rice,Clayey,54.38716420714401,9.730915878984053
1472,Ship,Dry Storage,Regional,4.894768539400795,Beans,Silty clay loam,99.38865491215304,8.027090613818132
1473,Truck,Cold Storage,Local,1.9225545608570558,Beans,Loam,61.883470611657756,3.543317492837791
1474,Ship,Cold Storage,Local,4.091495745527412,Wheat,Silt loam,89.62853811333304,6.075475926800382
1475,Rail,Cold Storage,Local,2.3558797046912856,Maize,Silty clay,45.14239783132804,4.638935105645309
1476,Truck,Cold Storage,Local,1.5723255816692556, Millet,Loamy sand,65.40832257596216,5.409686586944169
1477,Rail,Cold Storage,Local,4.431556740984959,Wheat,Silt,97.62084672893238,4.196495722516376
1478,Rail,Cold Storage,Global,2.235443596945853,Wheat,Loam,96.29219778463992,3.5139791667730655
1479,Truck,Dry Storage,Global,3.6354216169073688, Millet,Silt loam,77.86144144749987,7.072867372522769
1480,Truck,Cold Storage,Local,3.2657747403465063,Wheat,Sandy clay loam,85.84700257871418,8.006876335775058
1481,Truck,Cold Storage,Regional,2.8870252375634973,Rice,Silt,42.3498687621681,8.865614104726102
1482,Truck,Cold Storage,Local,2.9832778905941564, Millet,Clay loam,80.51609846389101,2.3979697058636926
1483,Truck,Cold Storage,Global,3.9289516563691502,Rice,Silt,73.26355658347606,8.405699712807166
1484,Truck,Dry Storage,Local,1.3510916564937623,Beans,Sandy clay,36.40862150258722,3.2932074202935717
1485,Truck,Cold Storage,Global,3.6727226478316206, Millet,Clay loam,37.921130461277336,4.846027509190455
1486,Ship,Cold Storage,Global,4.583248405594315, Millet,Loam,37.59105324258833,9.11299317264322
1487,Rail,Cold Storage,Local,1.2311527880794566,Maize,Clayey,80.7049854380885,5.090532408843418
1488,Truck,Cold Storage,Local,1.562613356934667,Maize,Sandy clay loam,39.92006457733007,2.773571806398846
1489,Ship,Dry Storage,Regional,3.8665277468081256, Millet,Sandy loam,62.74125897801293,2.43881789713406
1490,Ship,Cold Storage,Global,2.7491265929784703,Beans,Sand,54.98872641144304,5.2568538998692045
1491,Ship,Dry Storage,Regional,2.6141944832547535,Wheat,Silty clay loam,68.53528985391524,7.8640518157889865
1492,Rail,Cold Storage,Local,1.5478665381769434,Maize,Silty clay loam,79.45335410535819,9.974846295768712
1493,Truck,Dry Storage,Global,3.0270801628711523,Beans,Silt,77.93057760549324,8.086677655878116
1494,Ship,Dry Storage,Regional,1.506181244785509,Beans,Loamy sand,66.08639411400637,8.893107630485682
1495,Rail,Cold Storage,Regional,2.9064818252421616,Maize,Clay loam,62.503441152726985,7.730491248413992
1496,Rail,Cold Storage,Regional,4.054461195846627,Wheat,Sandy clay,57.847091658558114,9.058915906804954
1497,Rail,Dry Storage,Local,2.033057431548654,Maize,Silt,90.33369638130657,1.6866418898252191
1498,Ship,Dry Storage,Local,2.923144672718909,Beans,Sandy clay loam,53.15962634108515,9.36938439083481
1499,Truck,Cold Storage,Local,4.968063877587342,Rice,Sand,48.155607481724644,4.567655383530905
1500,Ship,Dry Storage,Global,3.746601693416149,Maize,Sandy loam,82.03208455586899,9.294528009524
1501,Ship,Dry Storage,Local,4.365427085220794,Beans,Sand,55.18344231877085,1.68159553713528
1502,Truck,Dry Storage,Global,2.659390426242183,Maize,Sandy clay,89.28990198300879,7.437186614090223
1503,Truck,Cold Storage,Regional,4.071443692503421,Beans,Sand,52.95221030460013,7.621198738031841
1504,Truck,Dry Storage,Regional,1.1620366917652873,Wheat,Clayey,79.13613772022117,9.972198003679955
1505,Rail,Dry Storage,Local,1.49164473016898,Beans,Clayey,33.15763043997352,7.919697436208324
1506,Truck,Dry Storage,Regional,1.8122823716802485, Millet,Silty clay,56.9894016077224,4.44316335234046
1507,Ship,Cold Storage,Local,2.6078076984608782,Rice,Sand,54.026112247728605,6.015236964566908
1508,Truck,Cold Storage,Global,4.382979513303052,Beans,Loam,87.16751174931463,4.298958443499313
1509,Ship,Dry Storage,Regional,2.385064203151722,Maize,Sandy clay loam,97.6938782259817,2.764167807743723
1510,Rail,Cold Storage,Local,3.6184847740618515,Maize,Sandy clay loam,62.2616893685073,3.2365209475204617
1511,Ship,Dry Storage,Regional,3.8372571792139336,Beans,Clayey,87.73853940076307,2.9980948084688883
1512,Ship,Cold Storage,Regional,3.3447294163533656, Millet,Silt loam,78.97862906701556,5.939337971468916
1513,Truck,Cold Storage,Local,2.428967872680545,Beans,Clayey,97.71701913645853,9.15544571078704
1514,Truck,Dry Storage,Regional,3.308213366854177,Wheat,Silt,86.77759600399773,9.214539634795578
1515,Ship,Cold Storage,Regional,2.369062371158985, Millet,Loamy sand,35.423464617461136,1.4928739977324295
1516,Truck,Cold Storage,Regional,1.3354949542080483,Beans,Silt loam,79.92972056675654,1.7190946085670418
1517,Rail,Cold Storage,Regional,4.971215912744057,Rice,Sandy clay loam,67.48498007956616,3.2060715145510916
1518,Rail,Dry Storage,Global,1.5087298145300436, Millet,Silty clay loam,31.150524055262903,3.2955350722252743
1519,Truck,Cold Storage,Regional,1.2893935353442294,Beans,Silt,47.59190711078106,1.85400257715326
1520,Rail,Cold Storage,Regional,4.514122996828624,Rice,Clayey,94.52286715188251,4.496170070560964
1521,Truck,Dry Storage,Local,2.2073386435715805,Beans,Sandy clay,94.82429609507271,6.289528534221585
1522,Ship,Cold Storage,Global,3.6011878962940305,Wheat,Loam,85.91953221404441,6.203459805395173
1523,Ship,Cold Storage,Local,2.3160229186489314,Maize,Sandy loam,98.72457222945926,5.890867131327334
1524,Rail,Cold Storage,Local,2.5658170831778846,Beans,Silty clay loam,86.45816572369435,4.048047323987475
1525,Truck,Cold Storage,Local,2.048451888067186, Millet,Sandy clay loam,30.714293109967162,7.358101167849226
1526,Truck,Cold Storage,Global,2.372176023172041,Beans,Silty clay,50.14840382110582,8.438355468829641
1527,Rail,Dry Storage,Local,2.6428016023461725,Beans,Silt,32.143692756643404,4.116468398296676
1528,Ship,Dry Storage,Local,3.8816642763693716,Beans,Sandy clay loam,36.58755781162916,1.7698182336951578
1529,Rail,Cold Storage,Local,3.046144776939167,Beans,Clay loam,45.318857186554325,3.6669722598267085
1530,Ship,Cold Storage,Regional,4.774260868627907, Millet,Silt loam,65.24909824278657,2.236317891174125
1531,Truck,Cold Storage,Local,1.167521575355102, Millet,Sandy loam,89.32724024234125,5.2062285450446275
1532,Ship,Dry Storage,Global,3.0122732905281127,Beans,Sandy loam,90.33767293099757,2.4034163618447044
1533,Rail,Dry Storage,Global,3.3368991553268725,Maize,Loamy sand,73.13413009901075,5.165602818921796
1534,Truck,Cold Storage,Regional,4.680787944297096,Beans,Clay loam,94.97231573463645,2.98902603092183
1535,Rail,Cold Storage,Global,1.1966340944857103, Millet,Sand,65.00436286131458,7.648579949161626
1536,Rail,Dry Storage,Global,3.293998339740864,Wheat,Clayey,92.2325230893241,1.2481141675226106
1537,Ship,Cold Storage,Regional,4.414519714111828,Beans,Clay loam,61.784567943240845,5.99271673448733
1538,Rail,Dry Storage,Local,1.9677109124769463,Beans,Sandy loam,49.40575051953176,2.5253944742805103
1539,Ship,Dry Storage,Regional,4.50516939409575,Beans,Silty clay loam,94.14890426702993,1.0089267802266435
1540,Truck,Cold Storage,Local,1.0761736370971673,Beans,Clayey,57.15545529752085,8.822800792583264
1541,Ship,Dry Storage,Local,3.929818516534919,Rice,Clayey,65.23828761911231,7.043750090326609
1542,Truck,Cold Storage,Global,4.732452884674612,Beans,Silty clay,53.020244277147405,1.8904853984547105
1543,Ship,Cold Storage,Regional,3.628790646560249, Millet,Loamy sand,76.39863202035109,6.9766513091547
1544,Rail,Cold Storage,Global,2.756116975921792, Millet,Sandy clay,99.65218575042249,6.504825994638387
1545,Ship,Cold Storage,Global,1.179524065890872,Rice,Silty clay loam,31.785948420533874,5.26021018338883
1546,Ship,Cold Storage,Local,4.680455253290515,Beans,Silt,92.98936042049709,4.773322885830526
1547,Truck,Cold Storage,Global,2.881184890766299,Maize,Sand,30.274823989248578,8.983627866241614
1548,Rail,Dry Storage,Regional,1.115986977343792,Beans,Silt loam,55.495951680234775,3.2063321790770614
1549,Ship,Dry Storage,Global,3.7592842853150477, Millet,Sandy clay,41.802476440266005,4.584790513120449
