,Climate_Adaptation_Measures,Disaster_Risk_Reduction_Practices,Climate-Resilient_Crop_Varieties,Crop_Type,Soil_Type,Soil_Health_Index,Farm_Resilience_Index
1561,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,6.878176032606904,6.483145200147301
1562,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,4.930503023401,5.986153171968569
1563,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,6.869025807613734,6.897293477551896
1564,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,1.4750501546412205,9.059280451771544
1565,Cover Cropping,Emergency Preparedness,No,Maize,Sandy,2.622443824165385,8.653222947155829
1566,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,6.642530697175795,9.825887724062849
1567,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,6.77230137302772,9.786169296429176
1568,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,7.9672119283668446,7.9508772403637735
1569,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,4.62699783148242,9.607776599599552
1570,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,7.502986869545406,8.805554973002007
1571,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,7.1558229930417045,7.548242049054756
1572,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,9.67054040532864,1.6784582917937967
1573,Water Conservation,Emergency Preparedness,No,Wheat,Clayey,2.9361720378221126,1.4414489944289899
1574,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,5.965116073773755,8.538396107551932
1575,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,6.415879978994224,5.4069027208452844
1576,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,9.987830964407987,8.331460159374288
1577,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,2.8106572794998654,3.8162644358969744
1578,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,5.70896217970563,4.5788487249071155
1579,Water Conservation,Emergency Preparedness,No,Rice,Clayey,4.11566776942275,7.301680489107387
1580,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,5.733036717210998,9.237940632388838
1581,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,3.0891574189279534,1.7898532703099734
1582,Cover Cropping,Early Warning Systems,No,Rice,Clayey,1.428511405847393,8.753303301711457
1583,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,6.1530890850792,8.137114523914288
1584,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,4.022688842747489,3.839853436568692
1585,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,2.637472615735903,4.196949527184036
1586,Water Conservation,Early Warning Systems,No,Rice,Sandy,3.915420094702304,1.4181532949971867
1587,Cover Cropping,Emergency Preparedness,No,Rice,Loamy,1.4435218130297043,1.1416655000504619
1588,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,9.55398010681093,5.293055137219562
1589,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,6.230331234759344,1.8598568094757948
1590,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,8.332918132123224,2.7460163297369173
1591,Water Conservation,Early Warning Systems,No,Wheat,Sandy,4.808063777929574,8.620904795739971
1592,Cover Cropping,Emergency Preparedness,No,Wheat,Sandy,9.129832008095672,6.139255521254072
1593,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,5.34986399397028,6.702691935395021
1594,Cover Cropping,Early Warning Systems,No,Rice,Sandy,6.165507899806025,2.68731397748728
1595,Water Conservation,Emergency Preparedness,No,Maize,Sandy,5.426145820563912,8.457956240089775
1596,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,7.599504662808864,8.811817951957728
1597,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,6.099904698418562,5.70994834341739
1598,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Clayey,3.4443903122235797,9.213019946907938
1599,Drought-Resistant Crops,Early Warning Systems,No,Maize,Sandy,2.3098557819038166,8.603457624591236
1600,Water Conservation,Early Warning Systems,No,Rice,Clayey,6.455119499946799,7.581917590069942
1601,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,5.402619653923326,7.606683241242657
1602,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,1.8637812702650165,1.9485412655577696
1603,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,4.560557192139416,3.437524339260992
1604,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Clayey,5.632987798004082,1.6016249783590846
1605,Water Conservation,Early Warning Systems,No,Maize,Clayey,8.442039104430311,1.078130883036778
1606,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,1.6849095025002612,2.4247857824551913
1607,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,4.136458134214026,8.92438464382246
1608,Cover Cropping,Early Warning Systems,Yes,Wheat,Clayey,8.403905104393468,3.1588665313244637
1609,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,6.835815385944208,9.731385663325495
1610,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Loamy,3.609624896234081,6.375618996050855
1611,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Loamy,8.60801609820378,3.1353263887122136
1612,Water Conservation,Early Warning Systems,No,Maize,Loamy,5.439642225064231,5.474177231357915
1613,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,5.485167021794145,2.9718534043010383
1614,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,9.789286052803458,9.855762023641365
1615,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Loamy,9.524048529127406,8.625384855144674
1616,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,4.226794150328595,1.2361490990409618
1617,Water Conservation,Emergency Preparedness,Yes,Rice,Loamy,2.2652121579677407,9.52998428320724
1618,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,3.9310005905028467,7.489585965725986
1619,Water Conservation,Early Warning Systems,Yes,Wheat,Sandy,1.2743493428024923,1.741431268191505
1620,Water Conservation,Early Warning Systems,No,Rice,Loamy,1.1869109803935207,7.03573971693801
1621,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Clayey,4.559699226262772,6.82234028169117
1622,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,9.469178404275107,2.9690987122682513
1623,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Sandy,8.842216071089869,7.826020300068181
1624,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,5.602985505258607,1.7835823298167042
1625,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,6.087037430537476,5.40500663108123
1626,Cover Cropping,Early Warning Systems,Yes,Maize,Clayey,1.0534014707145083,1.0893088644677913
1627,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,2.9395104025038896,9.718637400052717
1628,Cover Cropping,Early Warning Systems,No,Maize,Clayey,1.2229671424094537,7.764072685992184
1629,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Sandy,7.790855794258488,2.429668685436904
1630,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,2.3108121642384796,4.075066359561546
1631,Cover Cropping,Early Warning Systems,Yes,Maize,Sandy,8.821423922291352,2.4450614002735866
1632,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,6.789918823082094,7.899557177163832
1633,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,3.0647680886414204,1.5300669288494366
1634,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,2.4194828537492477,8.563659900073429
1635,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,6.648622308307478,9.479767049521568
1636,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,9.107532822540911,7.089651485256699
1637,Water Conservation,Emergency Preparedness,No,Rice,Clayey,7.465241970229434,2.9166890500129075
1638,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,4.136919864430398,4.240810862321958
1639,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,6.286452357417824,5.295158873280381
1640,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,3.7968552583517923,6.4416229498202835
1641,Cover Cropping,Early Warning Systems,No,Rice,Loamy,9.99234610100793,7.017967808305187
1642,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,7.73955269615666,5.9879324378699454
1643,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,6.529434757810783,4.161825287396702
1644,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,4.809332284892463,9.018255525084127
1645,Drought-Resistant Crops,Early Warning Systems,No,Rice,Sandy,6.563370612336016,1.732528522161624
1646,Cover Cropping,Early Warning Systems,No,Maize,Loamy,4.074544562206013,5.196304488191455
1647,Cover Cropping,Early Warning Systems,No,Rice,Sandy,1.2597835551222767,7.980083546207326
1648,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Clayey,4.555796701209696,1.547853987622608
1649,Cover Cropping,Early Warning Systems,No,Maize,Sandy,9.374327376218803,7.348016951301711
1650,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,6.636709852964793,8.377404604779926
1651,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,1.7556013276381144,6.94748168674347
1652,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,8.964942520555233,1.116432030478204
1653,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,3.4198736440736335,2.621233244189856
1654,Water Conservation,Emergency Preparedness,Yes,Rice,Sandy,3.193925437744547,4.079017710027557
1655,Water Conservation,Early Warning Systems,No,Wheat,Clayey,3.6738187190228873,3.1032103207424133
1656,Cover Cropping,Emergency Preparedness,Yes,Rice,Clayey,6.194820125133617,9.663869262046846
1657,Water Conservation,Emergency Preparedness,No,Rice,Clayey,5.90219284090579,6.864345227024143
1658,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,5.422723791605936,3.672738616164133
1659,Water Conservation,Early Warning Systems,No,Maize,Loamy,7.457831771613643,9.36727748798901
1660,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,3.848839582014631,7.665347795285681
1661,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,8.03858069415188,3.5614649064433777
1662,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,2.577895105407392,4.409934124617599
1663,Cover Cropping,Early Warning Systems,No,Rice,Sandy,8.043587101693085,2.794859724735611
1664,Water Conservation,Early Warning Systems,No,Maize,Loamy,6.974290947252546,9.739665984392397
1665,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,7.148874785928278,5.655668463010659
1666,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,5.33398057414534,9.064510187481861
1667,Water Conservation,Early Warning Systems,No,Wheat,Loamy,7.003013794127782,4.118497939151629
1668,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,1.7181734190351166,8.747574427877282
1669,Cover Cropping,Emergency Preparedness,No,Maize,Clayey,8.663960053444306,1.4849816358444756
1670,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,1.499925101388814,9.838812857718592
1671,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Loamy,2.338673588843477,9.208309303299725
1672,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,6.191107376475127,4.268826502989894
1673,Water Conservation,Emergency Preparedness,No,Maize,Loamy,7.654703099110224,7.972499487831197
1674,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,1.686264079116281,7.770321338264434
1675,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,9.286883327100877,9.111293173926384
1676,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,9.762468839206287,3.7652948301593
1677,Water Conservation,Early Warning Systems,No,Wheat,Sandy,6.4535515570693995,5.189680047827346
1678,Cover Cropping,Early Warning Systems,No,Rice,Loamy,5.331191098391529,8.784996513454477
1679,Water Conservation,Emergency Preparedness,No,Wheat,Clayey,7.672554750517747,8.007215087216945
1680,Water Conservation,Emergency Preparedness,Yes,Maize,Clayey,3.9552161709448486,4.541200468662512
1681,Water Conservation,Early Warning Systems,No,Maize,Sandy,5.439379906945958,8.611527096209098
1682,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Sandy,9.245359241329611,1.4225863530916134
1683,Cover Cropping,Early Warning Systems,Yes,Rice,Sandy,9.600898827173802,8.038416726666911
1684,Cover Cropping,Early Warning Systems,No,Rice,Clayey,9.343622044460666,2.8608927349033055
1685,Water Conservation,Early Warning Systems,No,Maize,Clayey,3.3620326026745615,3.5750881704140847
1686,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Sandy,3.0922213619508705,5.438933592360343
1687,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Loamy,3.6789805533638282,5.047610509629766
1688,Cover Cropping,Early Warning Systems,Yes,Maize,Clayey,4.971800011496142,5.6851309618289285
1689,Drought-Resistant Crops,Early Warning Systems,No,Rice,Sandy,3.8275067151276723,5.902980361048215
1690,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,4.3679151616515215,3.9837492192834723
1691,Water Conservation,Emergency Preparedness,Yes,Maize,Clayey,6.585732569086836,2.57704761715327
1692,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,7.862731093845783,7.916331063585754
1693,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,7.620023784411253,4.599785341784279
1694,Cover Cropping,Emergency Preparedness,No,Maize,Clayey,8.329812103712367,5.552567762131531
1695,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,1.2896596289386195,6.8022704651600625
1696,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,1.4296041071088048,9.186741300759904
1697,Cover Cropping,Early Warning Systems,No,Wheat,Sandy,8.104446646197664,7.367975480261979
1698,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,5.797709400921687,1.4091330303134606
1699,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Loamy,6.203266063859083,8.547043270582158
1700,Cover Cropping,Early Warning Systems,No,Rice,Loamy,1.4732817419293938,9.904195136147672
1701,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,3.297824210541438,5.252365228342439
1702,Water Conservation,Early Warning Systems,No,Maize,Loamy,6.745188743969299,9.726313028091406
1703,Water Conservation,Early Warning Systems,No,Wheat,Loamy,8.732637010996086,5.9259586810883444
1704,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,9.252850574632623,5.136543962847548
1705,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,5.503775462515735,3.9826428825470956
1706,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,5.909268094643778,6.917993882500049
1707,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,8.497446679620918,3.0683837847254014
1708,Cover Cropping,Emergency Preparedness,Yes,Rice,Clayey,5.838621406726192,1.944407966629639
1709,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,5.651726729835857,1.2451339232579266
1710,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,9.145756339848583,3.631421014437374
1711,Cover Cropping,Early Warning Systems,Yes,Wheat,Clayey,8.109394489502922,4.561937489503344
1712,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,9.181652737251651,5.96869026653123
1713,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,2.964223493030384,3.634748426683058
1714,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Loamy,5.719379379898211,9.8565361514687
1715,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,8.582249157340222,3.625706514170508
1716,Water Conservation,Early Warning Systems,No,Wheat,Clayey,2.0003304472039805,4.968778496017679
1717,Water Conservation,Early Warning Systems,No,Wheat,Clayey,8.151959388645656,1.929485489787103
1718,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,2.646760450733825,3.345638620033681
1719,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Loamy,8.27306879486789,1.4349892581009198
1720,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,6.508008438011813,6.035577700935953
1721,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Sandy,2.7391239233638043,7.759582148191885
1722,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Clayey,5.26018761399521,2.7613883290246113
1723,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,7.137146498146945,4.311198440344636
1724,Drought-Resistant Crops,Early Warning Systems,No,Maize,Sandy,6.704676107951881,1.149546040544445
1725,Water Conservation,Emergency Preparedness,No,Rice,Clayey,4.845224766085339,8.555698501499908
1726,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,9.094298760288343,8.019671724385026
1727,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,5.673370730390599,1.5692862778686314
1728,Water Conservation,Early Warning Systems,No,Rice,Sandy,5.552805686758195,4.283808483883702
1729,Cover Cropping,Emergency Preparedness,No,Maize,Sandy,1.5602553094730884,9.59757952464546
1730,Water Conservation,Early Warning Systems,No,Wheat,Clayey,9.299083508178734,4.528243504710794
1731,Cover Cropping,Early Warning Systems,No,Maize,Sandy,2.594049118105357,5.735878090516144
1732,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,5.755102240928988,4.1971857490931965
1733,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,8.232108412602791,6.365182493154356
1734,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,2.93907949260079,9.8034118807314
1735,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,5.74635960973757,9.977522531330774
1736,Cover Cropping,Early Warning Systems,Yes,Wheat,Clayey,3.1661641830100677,7.972434802100721
1737,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Clayey,7.837254980199206,4.638799882183953
1738,Cover Cropping,Emergency Preparedness,Yes,Wheat,Clayey,6.079070510858356,5.449889807460895
1739,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,8.703782743556292,4.210581953010749
1740,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,9.051022025896446,9.870171669139115
